Insee (Synthese!Insee);An Obs;Cd Ref;Nb Obs
80344;2005;96271;1
80649;1983;36234;1
80030;2006;80639;1
80222;2018;9570;1
80147;2005;100133;1
80633;2014;3716;1
80649;1912;127547;1
80665;2019;248390;1
80250;2006;116903;1
80716;2005;104502;1
80228;2021;959;1
80228;2019;113905;1
80806;2005;99570;1
80222;2012;4494;1
80486;2015;106698;1
80025;1992;117096;1
80649;2020;3371;1
80109;2021;3429;1
80598;2005;120685;1
80600;2013;123522;1
80787;2006;98717;1
80548;2005;92501;1
80713;2010;655463;1
80303;2021;3611;1
80688;2013;130953;1
80600;1907;610907;1
80486;2019;1952;1
80688;2022;3293;1
80574;1980;131242;1
80332;2021;3465;1
80649;2019;100052;1
80580;2000;104340;1
80332;2022;248560;1
80333;2020;535819;1
80649;2013;115245;1
80333;2022;236411;1
80692;2005;119585;1
80290;1982;190324;1
80590;2003;95793;1
80815;2018;4129;1
80688;2020;106439;1
80087;2022;2767;1
80333;1972;35876;1
80333;2011;106419;1
80600;2016;717533;1
80806;2015;3571;1
80580;2005;117201;1
80580;2005;129666;1
80248;1999;76420;1
80109;2013;115865;1
80574;1980;87044;1
80333;2006;128042;1
80688;2017;977;1
80109;2005;114658;1
80228;1870;2549;1
80649;1883;148435;1
80228;2004;249462;1
80688;1996;199425;1
80633;1912;89579;1
80290;2021;248451;1
80477;2005;79908;1
80497;2006;113893;1
80222;2011;42504;1
80633;2021;4027;1
80633;2021;60249;1
80333;2007;612416;1
80600;2022;3595;1
80167;2006;92353;1
80222;2010;39598;1
80580;2005;92353;1
80833;2013;3511;1
80118;2013;88885;1
80222;2018;248585;1
80221;2005;87930;1
80665;2010;112745;1
80222;2020;91289;1
80486;2013;718321;1
80600;1886;6038;1
80501;2012;534753;1
80332;2011;61568;1
80688;1982;612655;1
80713;2017;104340;1
80688;1974;839012;1
80331;2005;127294;1
80006;2022;4117;1
80637;2016;132549;1
80806;2020;4657;1
80806;2021;3803;1
80580;2001;1958;1
80580;2018;115233;1
80248;2003;76375;1
80649;2000;627745;1
80688;2022;236407;1
80006;2018;237791;1
80815;2022;4525;1
80109;2005;83156;1
80200;2005;116392;1
80815;2018;249032;1
80222;2019;248813;1
80665;2021;3603;1
80222;1988;129470;1
80787;2006;124034;1
80327;2020;129092;1
80333;2015;4583;1
80598;1865;98681;1
80030;2012;3803;1
80221;2005;119585;1
80303;2019;129586;1
80649;2006;718377;1
80713;2002;248887;1
80815;2022;4501;1
80649;1976;112738;1
80806;2004;117025;1
80222;2019;62032;1
80830;2020;237484;1
80633;2006;3726;1
80600;2019;152226;1
80580;2022;105295;1
80806;2017;248874;1
80787;1966;96852;1
80637;2005;139024;1
80635;2003;108027;1
80303;1996;3187;1
80327;2005;152226;1
80713;2010;100225;1
80249;2014;100142;1
80688;1988;4137;1
80496;2018;84061;1
80688;1982;107440;1
80244;2022;3603;1
80087;1976;94207;1
80228;1803;90091;1
80222;2018;124034;1
80713;1994;2750;1
80688;1982;788967;1
80688;2021;4308;1
80631;2005;5476;1
80118;2005;133346;1
80030;2006;142096;1
80486;2005;85957;1
80580;1982;124261;1
80222;2019;210971;1
80804;2016;248400;1
80580;2005;119550;1
80688;1881;99721;1
80344;2005;113221;1
80332;2007;116265;1
80713;1998;249038;1
80222;1865;107282;1
80665;2010;194288;1
80486;2013;107038;1
80290;1982;92302;1
80713;2017;3345;1
80087;2010;67074;1
80222;2005;197047;1
80688;2006;107649;1
80486;2015;87964;1
80332;2022;112355;1
80763;2016;3676;1
80688;1994;103862;1
80665;2022;22232;1
80688;1865;118121;1
80248;2020;248765;1
80649;2021;65699;1
80332;2007;113260;1
80637;2007;94273;1
80118;1989;88318;1
80486;2015;788967;1
80713;1883;103142;1
80222;2005;124034;1
80713;1907;134239;1
80688;2013;112727;1
80815;2020;237845;1
80713;2016;125355;1
80228;2016;97141;1
80228;1907;81544;1
80333;2022;61678;1
80222;1986;4419;1
80374;2005;141299;1
80806;1993;125024;1
80030;2012;534753;1
80600;2017;60731;1
80713;1907;187494;1
80631;2005;128660;1
80548;2020;3525;1
80806;1999;87930;1
80422;2006;125816;1
80580;1982;98717;1
80806;2013;91258;1
80806;2008;530157;1
80244;2015;2706;1
80486;2015;114024;1
80806;2018;237406;1
80548;2007;129632;1
80200;2013;143636;1
80486;1865;128062;1
80222;2016;534753;1
80248;2018;444430;1
80147;2005;137432;1
80806;2000;103027;1
80649;2016;889056;1
80649;1993;93023;1
80228;2017;113842;1
80290;1982;148252;1
80303;2019;3726;1
80600;1865;196927;1
80688;2014;126615;1
80633;2006;117503;1
80248;2010;2895;1
80109;2013;115655;1
80665;2022;11110;1
80688;2017;81637;1
80637;2016;249513;1
80009;2013;3603;1
80580;2013;95558;1
80244;2005;100787;1
80344;1803;87501;1
80815;2020;789479;1
80087;2022;249106;1
80332;2012;184815;1
80030;1912;88344;1
80030;2019;4112;1
80688;1982;128832;1
80692;2005;97962;1
80009;2020;53104;1
80649;2014;54818;1
80147;2005;612655;1
80477;2017;4280;1
80830;2005;95547;1
80333;2021;2911;1
80833;2005;107284;1
80688;2012;998489;1
80380;2007;3518;1
80574;2010;4507;1
80249;2016;4001;1
80374;2005;122745;1
80222;2021;249286;1
80713;2016;91289;1
80250;1973;60205;1
80228;2002;3332;1
80087;2015;4657;1
80025;2005;81978;1
80637;2019;117255;1
80303;2006;119991;1
80371;2005;120717;1
80649;2019;248771;1
80371;2005;94164;1
80228;2006;4342;1
80635;2008;190639;1
80787;2006;88318;1
80087;2022;125355;1
80222;1818;3318;1
80248;2019;145374;1
80635;2018;60981;1
80333;2014;117458;1
80688;2020;200334;1
80600;2009;105431;1
80502;2009;4142;1
80222;2022;97434;1
80332;1980;107085;1
80333;2017;2091;1
80716;2020;4657;1
80303;2021;83933;1
80688;1960;836222;1
80228;2001;54650;1
80332;2012;139024;1
80222;1977;249036;1
80222;2009;95567;1
80787;1975;1958;1
80815;2010;197281;1
80009;2014;259;1
80633;2020;65344;1
80248;1889;151786;1
80713;2013;204680;1
80649;2021;4172;1
80649;2023;248693;1
80462;2020;237776;1
80422;1980;60015;1
80477;1865;128938;1
80808;2021;100225;1
80713;2016;2567;1
80649;2006;611688;1
80228;2020;3603;1
80222;1883;139230;1
80609;2018;11115;1
80333;2012;434664;1
80580;2020;60981;1
80228;2019;107090;1
80580;1984;96534;1
80087;2018;459069;1
80580;1982;92302;1
80637;2004;117201;1
80462;2018;3764;1
80244;1998;3070;1
80688;2022;444440;1
80332;2005;119818;1
80598;2022;129305;1
80713;1997;60776;1
80333;2015;249513;1
80222;2008;104854;1
80600;2013;94503;1
80600;1883;83195;1
80333;2017;791564;1
80808;2015;23915;1
80486;2017;10877;1
80501;1982;810968;1
80497;2022;210768;1
80688;2015;610681;1
80118;2005;788980;1
80633;2012;104214;1
80713;2021;110335;1
80249;2005;139024;1
80635;1968;762076;1
80637;1985;60981;1
80486;2014;4466;1
80486;2005;131859;1
80249;1995;613532;1
80501;2005;5173;1
80248;2012;184976;1
80688;2011;92302;1
80580;2013;118016;1
80600;2019;534742;1
80396;2018;4001;1
80600;2018;2506;1
80303;2019;61153;1
80477;2010;60249;1
80249;1973;61568;1
80009;2020;4507;1
80763;2006;613532;1
80787;1998;5975;1
80713;1907;88840;1
80030;2011;4657;1
80087;2019;82130;1
80332;2011;4525;1
80228;2008;117590;1
80200;2019;3978;1
80303;2013;4001;1
80228;2013;99373;1
80228;2017;2715;1
80580;2006;11041;1
80332;2022;249672;1
80396;2012;4117;1
80808;2018;83912;1
80808;2018;115624;1
80025;1883;94693;1
80200;2019;102900;1
80344;2018;8506;1
80806;2020;2506;1
80222;1908;84534;1
80333;2017;248901;1
80598;2005;87930;1
80200;2018;91258;1
80649;1990;610681;1
80806;1997;131693;1
80688;1883;115237;1
80688;2017;54805;1
80228;2013;60776;1
80580;2013;99488;1
80486;2015;96534;1
80716;2005;107090;1
80009;1999;4583;1
80222;2015;197281;1
80228;2017;249455;1
80331;2021;249517;1
80590;2003;82637;1
80333;2015;2623;1
80303;2021;97434;1
80713;2019;2559;1
80649;2023;4001;1
80109;2005;126628;1
80637;2004;81637;1
80580;2021;94011;1
80713;1873;107027;1
80228;2012;459627;1
80228;2011;459478;1
80244;1908;85946;1
80713;1975;530157;1
80118;2013;103057;1
80808;2021;129087;1
80228;1994;717533;1
80649;2020;138841;1
80333;1993;88753;1
80009;2005;93763;1
80688;2006;3551;1
80590;1803;109506;1
80228;2013;84999;1
80600;2018;108628;1
80548;2013;139024;1
80600;2021;2832;1
80688;2017;4503;1
80248;2011;129087;1
80149;2022;102900;1
80374;1908;610681;1
80713;2006;124970;1
80331;1998;3611;1
80713;2015;4198;1
80228;2020;132707;1
80333;2006;717137;1
80222;2021;248301;1
80344;2005;718310;1
80009;2022;2623;1
80600;2021;259;1
80633;2006;98921;1
80688;2019;54650;1
80649;2006;65335;1
80303;2019;237859;1
80222;2012;2706;1
80327;2021;249820;1
80787;1865;103120;1
80248;1998;654805;1
80248;2013;656189;1
80633;1998;4187;1
80637;2022;4192;1
80649;1985;4252;1
80688;2014;133721;1
80502;2019;239081;1
80574;2013;103734;1
80763;2006;104173;1
80713;2021;4288;1
80713;1990;2669;1
80808;2015;2669;1
80692;2005;127259;1
80806;2010;520902;1
80422;2006;105966;1
80327;2022;127692;1
80713;1991;3206;1
80580;2021;3603;1
80167;2006;612466;1
80332;2007;98717;1
80688;2002;4127;1
80600;2020;2586;1
80806;2014;86400;1
80713;2002;249563;1
80496;2022;113893;1
80477;2005;80990;1
80631;2022;4257;1
80574;2008;64239;1
80332;2013;184660;1
80716;1865;139531;1
80244;2022;3429;1
80665;2010;121999;1
80248;2008;2559;1
80228;2011;194847;1
80637;2021;2504;1
80333;1993;98228;1
80832;2005;114658;1
80486;2004;252636;1
80637;2011;91382;1
80222;2022;186170;1
80806;2002;79908;1
80333;2022;100289;1
80333;2003;3343;1
80244;1997;142052;1
80692;2021;105615;1
80713;1999;60176;1
80806;1990;109869;1
80713;1993;143623;1
80609;2011;136654;1
80215;2005;107446;1
80833;2005;434662;1
80333;2019;3522;1
80497;2022;781863;1
80222;2010;4254;1
80396;2017;4657;1
80332;2016;4501;1
80830;2005;113221;1
80599;2018;3059;1
80025;1908;93763;1
80250;2007;973593;1
80333;2020;113842;1
80333;1980;37404;1
80303;2014;120732;1
80222;1966;249580;1
80688;1907;107085;1
80590;2003;80410;1
80486;2009;99570;1
80787;2006;609982;1
80228;2015;248765;1
80635;2010;91382;1
80290;2005;117201;1
80222;2005;789026;1
80333;2016;3603;1
80486;2013;67058;1
80333;2007;3424;1
80806;1999;128042;1
80215;2005;116043;1
80155;1883;718359;1
80250;1988;89304;1
80332;1995;94273;1
80574;1980;136673;1
80332;2022;117201;1
80580;2002;444440;1
80228;2013;97776;1
80649;1978;469761;1
80633;2014;96465;1
80333;2007;4117;1
80649;1998;112426;1
80649;1998;3388;1
80649;1883;111494;1
80713;2022;4625;1
80713;1994;102863;1
80635;2006;3429;1
80713;1997;99570;1
80250;2009;38666;1
80222;1865;103245;1
80250;2016;3424;1
80600;2006;106497;1
80688;2013;4215;1
80631;2005;85250;1
80713;2004;91289;1
80665;2002;3422;1
80815;2020;222466;1
80804;2005;86634;1
80590;2003;131985;1
80548;2018;3422;1
80331;1998;3978;1
80688;2018;249455;1
80371;2021;3465;1
80167;2006;116012;1
80303;2017;2623;1
80147;1883;137883;1
80688;1978;3106;1
80250;2022;3978;1
80133;2021;248541;1
80332;2016;192478;1
80497;2015;4280;1
80633;2014;4167;1
80665;2013;23173;1
80633;2007;88949;1
80590;2015;11142;1
80787;2006;133346;1
80228;2014;4137;1
80248;2019;23915;1
80303;1966;81610;1
80649;2021;3571;1
80155;1995;952124;1
80333;2020;2489;1
80462;2018;3429;1
80333;2010;115470;1
80333;1993;104854;1
80222;2008;125816;1
80333;2004;191251;1
80806;1997;87476;1
80832;2018;889047;1
80222;1975;249014;1
80590;2007;87484;1
80637;2005;2741;1
80580;2019;61678;1
80649;1982;61258;1
80649;2006;119915;1
80665;2019;4151;1
80631;2013;114332;1
80713;2023;128476;1
80649;1976;119471;1
80333;1991;100142;1
80303;2021;2616;1
80688;2011;113525;1
80501;2011;248572;1
80333;2017;784182;1
80118;2022;117766;1
80692;2013;3676;1
80333;2012;351;1
80333;2001;3670;1
80303;2018;73546;1
80118;1997;91378;1
80486;2019;247698;1
80333;1993;197281;1
80635;2010;104214;1
80600;2002;459478;1
80332;2007;136654;1
80149;2006;190324;1
80333;1865;120594;1
80806;2014;92876;1
80228;1883;137666;1
80635;2023;12832;1
80649;1907;103627;1
80118;2022;92876;1
80688;1982;113893;1
80713;2000;88477;1
80248;1998;197671;1
80009;1980;61510;1
80380;2005;96229;1
80327;2021;233969;1
80222;2016;249109;1
80633;2016;117096;1
80502;2005;139468;1
80713;2001;1027359;1
80025;2009;96519;1
80713;2010;88741;1
80580;2020;2497;1
80804;2017;249574;1
80633;2021;108345;1
80665;2017;248616;1
80333;2021;197764;1
80333;2013;54684;1
80688;1982;92302;1
80688;2006;113212;1
80649;1993;95563;1
80333;2021;3744;1
80290;2005;122745;1
80600;2016;4215;1
80635;2019;3465;1
80713;2022;444441;1
80688;2012;2497;1
80118;2019;248127;1
80649;2006;117590;1
80713;1865;107440;1
80486;2017;249049;1
80688;2006;111876;1
80228;2017;2692;1
80486;2013;101221;1
80200;2013;116952;1
80713;2009;529053;1
80333;2007;2816;1
80600;1865;117874;1
80250;2010;38454;1
80637;1998;4501;1
80496;1960;107073;1
80228;2010;2543;1
80248;1999;75907;1
80633;1967;627579;1
80149;2006;140410;1
80118;2007;92606;1
80244;1891;85486;1
80688;2018;248381;1
80087;2022;248127;1
80713;2022;183845;1
80815;2022;4117;1
80600;2006;124168;1
80222;2007;133646;1
80149;2006;106499;1
80713;1878;6210;1
80806;1997;100310;1
80806;2016;249024;1
80281;2005;86828;1
80649;2014;87540;1
80497;2006;128956;1
80832;1883;84999;1
80713;1984;2559;1
80649;1883;81544;1
80248;2008;627723;1
80688;1982;83912;1
80327;2005;116759;1
80633;2006;108351;1
80486;2020;104144;1
80248;2003;658074;1
80600;2018;11141;1
80087;1980;60731;1
80221;2015;239111;1
80333;2010;12111;1
80580;2015;4669;1
80327;2005;100133;1
80806;1883;129997;1
80333;2000;3364;1
80396;2005;125014;1
80688;2019;248922;1
80537;2005;141304;1
80030;2010;534742;1
80688;2015;61678;1
80649;2016;142305;1
80228;1989;115280;1
80649;2013;134346;1
80248;1997;136654;1
80806;2008;520893;1
80637;2011;119915;1
80149;2013;116952;1
80806;2005;97609;1
80486;2011;193114;1
80332;2005;100142;1
80580;2005;117458;1
80501;2014;2996;1
80688;2020;248874;1
80787;2022;107217;1
80025;1997;81569;1
80787;2013;86305;1
80228;2021;3192;1
80598;2016;3774;1
80649;2019;122744;1
80637;2016;199425;1
80635;2020;190355;1
80713;1989;113689;1
80332;2022;8944;1
80688;2008;4494;1
80713;2011;337320;1
80333;2004;3943;1
80303;2006;115168;1
80665;2017;1991;1
80635;1912;125024;1
80009;2014;53754;1
80665;2009;103320;1
80486;2015;120717;1
80713;1865;96852;1
80688;2022;107117;1
80665;2016;66832;1
80333;1956;100718;1
80548;2021;2989;1
80713;1865;93936;1
80200;2018;249291;1
80633;2012;184672;1
80327;2005;133346;1
80832;2018;459478;1
80145;2005;128832;1
80763;2021;3676;1
80633;2015;4257;1
80333;2002;2517;1
80496;2022;247615;1
80303;2006;113842;1
80580;2022;119471;1
80633;2020;248575;1
80665;2018;60981;1
80228;1875;92782;1
80600;2012;3116;1
80118;2022;82922;1
80030;2006;137673;1
80649;2010;4117;1
80502;2018;608364;1
80371;2005;119550;1
80688;2021;119915;1
80589;2005;114611;1
80580;2005;87484;1
80599;2005;89200;1
80497;2021;2878;1
80609;2019;237797;1
80248;2012;3603;1
80637;1995;2594;1
80147;2005;116012;1
80806;2010;248477;1
80635;2020;133076;1
80222;2007;129669;1
80486;2005;132229;1
80713;2015;4571;1
80333;1999;1027359;1
80590;2007;718429;1
80806;2005;120717;1
80600;1995;3943;1
80281;2005;129087;1
80228;1907;130953;1
80804;2014;60015;1
80333;2010;85112;1
80806;1997;99373;1
80332;2013;185343;1
80688;1982;105621;1
80548;2007;100225;1
80815;1998;3465;1
80222;2011;39791;1
80486;2011;93936;1
80787;1852;11165;1
80333;2003;104196;1
80635;2008;114658;1
80222;1988;5659;1
80145;2005;137440;1
80222;2009;4192;1
80808;2021;60981;1
80574;1980;138811;1
80333;1993;113893;1
80815;2005;140321;1
80222;1988;133721;1
80303;1999;5659;1
80250;2009;36191;1
80665;2018;965;1
80087;1978;3070;1
80149;2006;86828;1
80688;2012;136654;1
80787;2022;4686;1
80688;2009;998489;1
80149;2010;2734;1
80228;2022;1952;1
80200;1891;89232;1
80713;2018;60878;1
80303;2017;4212;1
80806;1997;88794;1
80025;2008;117096;1
80631;2005;134129;1
80486;2021;107446;1
80649;2006;88478;1
80688;2011;718292;1
80250;2007;39396;1
80649;2009;3726;1
80808;2006;100225;1
80228;1887;128345;1
80649;1907;107115;1
80665;2006;104155;1
80590;2003;141949;1
80665;2022;249672;1
80600;2011;94985;1
80118;2005;612466;1
80333;2016;2517;1
80486;2011;53754;1
80396;2013;3424;1
80808;2019;107880;1
80590;2013;100136;1
80248;2000;191737;1
80537;2005;83502;1
80580;2005;139024;1
80692;2016;4516;1
80787;1985;60981;1
80631;2022;3424;1
80155;2021;4564;1
80333;1968;81570;1
80806;1990;100584;1
80665;2006;104214;1
80333;2008;3289;1
80635;2017;11142;1
80649;2005;497;1
80248;2011;193161;1
80333;2000;2840;1
80333;2012;3424;1
80087;2018;248541;1
80087;2014;4187;1
80713;2007;100142;1
80250;2020;4035;1
80486;2009;4001;1
80590;1980;104876;1
80688;1989;79908;1
80713;1993;141301;1
80222;2005;141499;1
80649;2011;4516;1
80713;2005;249293;1
80815;2017;246214;1
80486;2021;3420;1
80713;2022;226901;1
80249;2005;116012;1
80713;2008;534752;1
80665;2020;125355;1
80688;2018;3619;1
80333;1969;249254;1
80486;2018;104160;1
80333;2012;88949;1
80486;2012;94207;1
80637;1994;197284;1
80830;2005;127029;1
80633;2005;249513;1
80333;1993;109926;1
80688;2006;100052;1
80396;2022;102999;1
80149;2020;3003;1
80713;2018;3142;1
80688;1982;98717;1
80149;2006;90681;1
80815;2022;83912;1
80804;2013;198883;1
80688;1990;119533;1
80635;2003;100052;1
80590;1980;138785;1
80009;2016;53097;1
80688;2008;1952;1
80344;2009;79333;1
80228;2013;100144;1
80580;2013;116392;1
80118;2009;3764;1
80665;2010;129087;1
80600;2020;65456;1
80486;2005;190443;1
80635;2003;127439;1
80806;2005;2706;1
80806;2007;87476;1
80806;2014;119991;1
80713;2012;249249;1
80087;2018;247567;1
80713;1980;612416;1
80155;2017;116759;1
80496;2013;133183;1
80688;2020;249534;1
80713;2012;64239;1
80109;2005;952124;1
80249;2005;5017;1
80303;2015;889047;1
80333;2019;2679;1
80333;2018;612416;1
80248;2010;2440;1
80713;1971;351;1
80713;2006;99359;1
80713;1995;3726;1
80589;2005;107284;1
80486;1981;97601;1
80713;2020;3336;1
80631;2005;127439;1
80713;2022;82738;1
80422;2019;237706;1
80808;2015;4280;1
80713;1996;4342;1
80688;2016;113904;1
80333;1993;249548;1
80688;2019;3465;1
80713;1907;84282;1
80222;2017;245371;1
80833;2013;108537;1
80590;2003;152226;1
80244;2018;192690;1
80248;2020;3967;1
80303;2014;104214;1
80609;2005;92501;1
80804;2005;115110;1
80248;2013;657920;1
80486;2005;141221;1
80713;2018;85486;1
80333;2020;54279;1
80333;2021;1326;1
80635;2016;54752;1
80422;2006;83272;1
80222;2010;462359;1
80200;2012;198744;1
80537;2022;718406;1
80598;2018;85740;1
80486;2011;79783;1
80290;2005;84524;1
80590;2013;135306;1
80713;2016;224102;1
80806;2017;54557;1
80688;2000;3187;1
80609;2005;79734;1
80633;1988;434378;1
80087;1908;151786;1
80637;2022;814245;1
80333;2010;141301;1
80633;2018;127547;1
80228;2016;133034;1
80635;2017;249291;1
80633;1980;109151;1
80806;1981;61448;1
80228;2011;185128;1
80250;2007;44887;1
80832;2005;107649;1
80649;2012;91289;1
80486;2021;124407;1
80637;2012;60731;1
80713;2018;124080;1
80087;2018;96508;1
80815;2020;245731;1
80501;1982;117459;1
80713;2021;1049354;1
80497;2015;3967;1
80215;2021;3439;1
80222;2017;103320;1
80580;2018;113260;1
80830;2021;237448;1
80590;2003;92302;1
80331;1998;4129;1
80200;2020;119585;1
80331;2005;84112;1
80649;2021;956;1
80228;1887;3070;1
80087;2019;4023;1
80228;2006;104854;1
80374;2005;103316;1
80303;2014;95980;1
80222;1996;88792;1
80804;1995;2996;1
80248;2020;249513;1
80380;2005;82018;1
80574;1980;117201;1
80713;2010;5444;1
80486;2019;249116;1
80633;2014;137914;1
80665;2022;128268;1
80228;2016;127294;1
80665;2019;249576;1
80713;2016;11922;1
80598;2021;3676;1
80228;2020;73560;1
80303;2014;2669;1
80149;2020;219833;1
80716;2010;3059;1
80333;2015;66030;1
80537;2022;86399;1
80486;2017;3551;1
80688;1987;3745;1
80250;2005;124261;1
80649;2017;3070;1
80025;2007;187367;1
80649;2019;100104;1
80250;2007;465280;1
80118;2005;122745;1
80222;1886;1328;1
80327;2019;238460;1
80548;2013;122106;1
80303;2019;73533;1
80649;1984;861221;1
80147;2005;107649;1
80228;1982;191111;1
80609;2005;80410;1
80637;2012;4013;1
80477;2005;119419;1
80228;2011;73560;1
80574;2013;4946;1
80228;2015;103142;1
80649;2022;116759;1
80713;1967;3611;1
80808;2021;248887;1
80371;2021;3764;1
80806;1997;121999;1
80637;2018;239133;1
80637;1968;128062;1
80649;2006;610681;1
80649;1994;103120;1
80118;2005;148252;1
80598;2013;239081;1
80087;2005;105966;1
80462;2014;101286;1
80333;2020;3571;1
80713;1989;609982;1
80228;2004;248513;1
80815;1985;60981;1
80222;1865;718404;1
80422;2019;237892;1
80688;2021;259;1
80600;2010;3424;1
80025;2018;199863;1
80713;2003;36150;1
80713;1991;2497;1
80244;2005;96229;1
80222;2020;51833;1
80087;2016;3696;1
80228;2006;4474;1
80344;2015;60015;1
80477;2005;94207;1
80787;2006;93023;1
80688;2011;139468;1
80713;2019;60776;1
80637;2004;88741;1
80649;2011;1952;1
80200;2016;54628;1
80649;2001;3206;1
80633;2011;197816;1
80713;2010;119977;1
80333;2018;118477;1
80133;2021;249513;1
80574;1980;121201;1
80716;2021;259;1
80649;1883;105239;1
80486;2016;248924;1
80281;1973;61425;1
80609;1985;61057;1
80832;2005;999933;1
80496;2022;248765;1
80109;2005;116012;1
80333;1992;5520;1
80649;2014;95980;1
80688;2012;4619;1
80713;2016;119812;1
80222;2021;115156;1
80713;2011;234066;1
80486;2012;92876;1
80200;2005;81648;1
80713;2003;2878;1
80248;1999;529064;1
80635;2008;199425;1
80396;2005;129087;1
80637;2005;95992;1
80496;1977;117986;1
80025;2005;611652;1
80222;1998;971206;1
80333;2019;140992;1
80637;1968;718348;1
80580;2007;4501;1
80590;2013;86634;1
80333;2018;248513;1
80333;2021;112915;1
80600;2013;123863;1
80599;2005;610909;1
80374;2012;4507;1
80716;1834;111859;1
80250;1973;60176;1
80290;1865;129083;1
80422;2007;97452;1
80222;2022;121999;1
80713;2002;44088;1
80344;2021;119698;1
80635;2006;104903;1
80228;2013;105502;1
80087;2014;4117;1
80200;2018;52886;1
80228;1878;2603;1
80600;2006;138811;1
80496;2022;54614;1
80713;2010;190158;1
80713;1987;134093;1
80228;1883;106719;1
80688;2013;187274;1
80332;2005;151786;1
80833;1883;719217;1
80333;2012;4308;1
80025;2018;11141;1
80497;2015;237797;1
80713;2019;116012;1
80228;1981;99979;1
80713;1965;103857;1
80633;1999;5782;1
80333;2019;249105;1
80222;2005;129016;1
80327;2013;718331;1
80713;2010;886230;1
80145;2005;125014;1
80600;2020;60636;1
80600;1885;6251;1
80649;2011;3345;1
80808;2018;4257;1
80222;1988;191232;1
80025;2005;96519;1
80200;2016;249050;1
80649;2013;4040;1
80580;2019;97434;1
80333;2021;106653;1
80333;2015;248893;1
80688;2018;60981;1
80228;1908;82999;1
80716;1901;5922;1
80713;2012;76141;1
80228;2007;459627;1
80228;2014;2603;1
80109;2005;87540;1
80649;2020;249051;1
80665;2016;784182;1
80808;2019;152226;1
80633;2018;95927;1
80716;2022;23919;1
80665;2022;1015435;1
80833;2019;188869;1
80600;2020;237925;1
80228;2021;3755;1
80250;2007;79783;1
80806;2007;91289;1
80600;1883;102968;1
80486;1896;88840;1
80713;2017;99062;1
80713;2004;107085;1
80688;2019;247554;1
80649;2014;4023;1
80815;2020;248401;1
80228;2013;126859;1
80665;2022;113221;1
80688;1982;80410;1
80222;1977;91258;1
80332;2013;210916;1
80580;1982;718331;1
80327;2005;94207;1
80649;2006;1958;1
80806;2014;977;1
80688;1999;3676;1
80228;2015;186006;1
80633;2005;89316;1
80222;2017;247729;1
80250;2016;61714;1
80327;2021;9558;1
80228;2018;2818;1
80633;2003;534752;1
80665;2022;248727;1
80600;1908;199116;1
80374;2005;80358;1
80496;2006;100133;1
80713;2020;4338;1
80333;2013;116012;1
80590;2003;192551;1
80589;2005;104775;1
80580;2017;4342;1
80580;2019;2504;1
80109;2014;134141;1
80502;2005;137673;1
80244;1896;119812;1
80713;2014;60585;1
80087;2018;249161;1
80580;2015;249219;1
80486;2012;119097;1
80200;2019;248511;1
80248;2017;249579;1
80649;1994;115245;1
80332;2022;249098;1
80713;1850;84282;1
80574;1980;190324;1
80228;1978;3967;1
80713;2021;3482;1
80228;2014;88477;1
80713;2019;65335;1
80118;1985;139024;1
80688;1907;718664;1
80228;2020;54468;1
80688;2004;4001;1
80422;2006;127294;1
80665;2016;246214;1
80598;2022;107027;1
80221;2018;3297;1
80149;2013;103514;1
80600;2019;60981;1
80713;1999;3945;1
80333;2017;2586;1
80501;2013;99488;1
80713;2000;3555;1
80303;2015;4280;1
80333;2015;102863;1
80635;2018;3551;1
80635;2020;107649;1
80477;2019;11115;1
80155;2009;2669;1
80833;1865;102671;1
80804;2013;129632;1
80228;1879;3522;1
80228;2010;3136;1
80580;2002;718362;1
80248;1994;679416;1
80688;2020;54548;1
80806;2005;137139;1
80713;2022;61714;1
80332;2021;4187;1
80496;2007;116759;1
80665;2010;119915;1
80815;2005;137432;1
80806;2007;192690;1
80501;2013;87964;1
80633;2022;108166;1
80600;1889;96465;1
80486;2005;5922;1
80167;2006;95563;1
80688;2012;4507;1
80688;2018;11115;1
80228;1877;2506;1
80713;1865;130492;1
80649;1985;4516;1
80333;2015;4308;1
80665;2016;54818;1
80713;1987;2929;1
80637;2012;459638;1
80590;1980;118016;1
80713;2008;2692;1
80332;1985;127547;1
80600;1883;100136;1
80574;1865;141406;1
80344;2005;141304;1
80030;2013;3059;1
80109;2005;108361;1
80688;2017;61585;1
80118;2005;197264;1
80713;2014;2734;1
80633;2021;3941;1
80332;1997;4507;1
80221;1985;61057;1
80713;1993;133346;1
80333;2005;2832;1
80806;1998;886138;1
80537;2022;124261;1
80713;2004;103375;1
80665;2010;125014;1
80580;2018;105441;1
80025;2005;108345;1
80149;2019;115624;1
80333;2013;887336;1
80580;2021;2543;1
80221;2016;4257;1
80635;2021;105966;1
80030;2010;4129;1
80118;2013;129087;1
80600;1980;60585;1
80649;2019;112303;1
80633;2006;119977;1
80665;2022;248397;1
80486;2013;106497;1
80222;2015;113444;1
80665;2010;4257;1
80716;2005;127314;1
80333;2015;198938;1
80496;2006;123164;1
80631;2013;612655;1
80609;2005;83502;1
80281;2005;128175;1
80228;2006;105442;1
80832;2005;128801;1
80688;2012;198902;1
80025;2005;5446;1
80600;2006;84112;1
80688;2008;3343;1
80087;2010;128268;1
