Insee (Synthese!Insee);An Obs;Cd Ref;Nb Obs
80149;2021;125014;3
80486;2019;91378;3
80808;2018;3482;3
80806;1999;119473;3
80149;2017;106499;3
80462;2014;100310;3
80222;2012;192310;3
80332;1994;88753;3
80228;2006;106112;3
80688;2016;117025;3
80590;2007;138998;3
80600;2016;106499;3
80580;1994;98717;3
80713;2020;4167;3
80713;2016;3195;3
80713;2002;627745;3
80333;2018;3791;3
80222;1988;89200;3
80808;2017;249785;3
80303;2018;96534;3
80600;1999;2543;3
80633;2019;81856;3
80087;2016;194069;3
80688;2014;129147;3
80806;2005;119977;3
80600;2007;4172;3
80713;2010;196312;3
80228;2020;61510;3
80713;1977;60716;3
80600;2022;4049;3
80333;2017;627092;3
80649;2011;2706;3
80333;2009;92;3
80806;2001;889056;3
80118;2019;4280;3
80333;2002;2584;3
80600;2014;3726;3
80713;2006;88349;3
80713;2012;2001;3
80633;2005;107085;3
80665;2022;4525;3
80486;2011;98717;3
80244;2022;3676;3
80133;2021;11115;3
80598;1999;2559;3
80688;2003;4129;3
80649;2020;4212;3
80228;2020;3688;3
80600;1999;1958;3
80109;2020;3429;3
80600;2012;4167;3
80222;2006;114611;3
80228;2019;107085;3
80333;2019;4474;3
80806;2004;3522;3
80600;2022;3116;3
80688;2007;106330;3
80713;2016;81569;3
80804;2017;4657;3
80486;2017;4342;3
80228;2010;4167;3
80633;2005;3764;3
80665;2020;248829;3
80222;1988;718664;3
80713;2012;4023;3
80600;2006;107090;3
80713;2019;4027;3
80688;2015;132707;3
80303;2020;4151;3
80649;2021;4142;3
80688;2006;718310;3
80600;2010;112741;3
80713;2009;190158;3
80222;2010;4280;3
80598;2019;4525;3
80332;1994;444440;3
80486;2011;113904;3
80713;1992;851674;3
80633;2021;2767;3
80688;2011;4669;3
80600;2006;120732;3
80649;1967;5802;3
80030;2001;1958;3
80713;2021;4516;3
80303;2017;2497;3
80649;2019;534750;3
80649;2016;54625;3
80222;2019;3439;3
80087;2020;96180;3
80688;2006;117025;3
80713;2022;95136;3
80713;2011;115233;3
80333;2022;4516;3
80396;2019;4564;3
80633;2015;5870;3
80590;2007;128832;3
80333;2018;100718;3
80806;2005;609982;3
80580;2017;87540;3
80600;1996;2741;3
80806;2017;248792;3
80333;1994;93860;3
80713;2013;103857;3
80713;1997;2411;3
80228;2021;4212;3
80222;2016;3619;3
80713;2020;3161;3
80025;2007;106698;3
80713;2009;3210;3
80228;2001;4151;3
80600;2022;2881;3
80649;2016;918133;3
80713;2010;3571;3
80222;2010;3791;3
80396;2020;2989;3
80228;2019;836222;3
80633;2020;2497;3
80806;2000;2623;3
80486;2010;2706;3
80600;2012;3302;3
80713;2007;3036;3
80580;2017;113904;3
80228;2002;2911;3
80244;2007;197281;3
80688;2015;133721;3
80333;2009;610681;3
80688;2017;810102;3
80580;2014;100584;3
80030;2010;4564;3
80333;2023;889047;3
80333;2021;3297;3
80806;2002;4254;3
80688;2002;2706;3
80109;2014;3967;3
80332;1994;96229;3
80333;2012;836203;3
80806;1985;106678;3
80598;2015;4117;3
80600;2001;4257;3
80806;2005;109091;3
80244;2022;3302;3
80249;2007;3003;3
80333;1981;106353;3
80228;2018;3551;3
80133;2015;4564;3
80222;2005;108537;3
80574;2022;138444;3
80248;2013;204680;3
80649;2020;91322;3
80806;2012;94273;3
80228;1980;60015;3
80222;2012;530157;3
80806;2009;2603;3
80649;2019;96534;3
80713;2006;104126;3
80486;2009;4289;3
80806;1965;89579;3
80149;2020;4474;3
80422;2006;104854;3
80713;2008;2901;3
80637;2019;1972;3
80688;2005;1991;3
80637;2010;1966;3
80649;2014;4035;3
80688;2011;87540;3
80333;2020;1966;3
80462;2017;4564;3
80713;2016;99373;3
80600;2006;119473;3
80688;2020;104160;3
80713;2002;3112;3
80486;2017;4252;3
80649;2006;2801;3
80248;2013;186997;3
80713;2022;90017;3
80806;1966;1966;3
80635;2005;4582;3
80333;2017;88921;3
80228;2021;4167;2
80806;2000;60015;2
80333;2006;530157;2
80149;2020;104854;2
80248;2010;3696;2
80637;2012;2607;2
80633;2018;95933;2
80228;2019;125295;2
80228;2017;249331;2
80118;2005;98921;2
80598;2020;3429;2
80333;2010;2911;2
80332;2022;247567;2
80332;2019;198838;2
80637;2018;3297;2
80688;2000;310;2
80222;2011;248363;2
80030;2006;123522;2
80713;2018;3755;2
80808;2019;137432;2
80109;2014;92864;2
80486;2015;918133;2
80332;1998;4814;2
80600;2010;2747;2
80688;2019;98921;2
80688;1885;434384;2
80688;2013;124578;2
80497;2022;777967;2
80716;2015;11141;2
80333;2019;53099;2
80222;2022;4289;2
80713;2023;65344;2
80486;2018;119812;2
80025;1982;612466;2
80327;2021;4035;2
80713;2003;4167;2
80228;1877;2660;2
80222;1991;97947;2
80333;2012;127005;2
80637;2012;85486;2
80637;2021;530157;2
80633;2009;125295;2
80649;2020;247708;2
80502;2005;119550;2
80713;2020;641941;2
80548;2019;3941;2
80688;2016;140321;2
80501;2008;627745;2
80688;2015;107117;2
80600;2022;4525;2
80688;2000;2767;2
80806;2016;3293;2
80635;2008;99373;2
80228;1874;3140;2
80332;2013;4582;2
80600;1999;3070;2
80222;2006;97452;2
80815;2017;248821;2
80118;1997;103772;2
80149;2015;2623;2
80486;2008;129000;2
80713;2004;3112;2
80806;2000;4952;2
80222;2012;3764;2
80713;2007;2616;2
80215;2005;108351;2
80030;2019;4142;2
80222;2010;4342;2
80537;2005;129506;2
80222;1972;94626;2
80333;2017;101220;2
80333;2020;221439;2
80688;2020;138682;2
80303;2013;199425;2
80486;2005;85903;2
80808;2006;96749;2
80600;1998;4049;2
80228;2014;3420;2
80200;2005;117458;2
80333;2013;100719;2
80830;2005;94207;2
80713;2004;4657;2
80600;2021;4167;2
80806;1999;99570;2
80228;2004;2411;2
80109;2009;67804;2
80688;2012;94207;2
80025;1982;115470;2
80303;2023;3059;2
80333;2019;248460;2
80806;2005;124261;2
80228;2011;126124;2
80590;2003;129506;2
80815;2022;112355;2
80422;2019;791564;2
80649;1993;104126;2
80804;2021;114012;2
80222;1999;92;2
80290;2021;54614;2
80713;1999;2497;2
80637;2015;102870;2
80477;1982;84112;2
80200;2011;3003;2
80228;1907;92614;2
80713;2006;122028;2
80688;2005;534750;2
80806;2014;249259;2
80486;2016;965;2
80637;2021;2440;2
80633;2008;3571;2
80222;1865;106451;2
80333;2005;4117;2
80688;2015;92793;2
80649;2012;4619;2
80713;2009;803;2
80333;2006;104775;2
80333;2021;3112;2
80806;2010;65192;2
80222;2021;249269;2
80333;2015;75093;2
80333;2010;102797;2
80333;2001;3511;2
80713;1998;60686;2
80025;1982;128042;2
80580;2018;2623;2
80633;2015;128322;2
80118;2010;197281;2
80486;2015;4129;2
80688;1907;101223;2
80303;2001;3116;2
80333;2010;3059;2
80200;2013;126846;2
80290;2013;198902;2
80633;2014;192690;2
80333;2017;4525;2
80332;2022;4167;2
80244;1991;98717;2
80009;2015;61714;2
80665;2005;84112;2
80633;2018;96519;2
80713;2010;117590;2
80087;2017;2440;2
80332;2022;247030;2
80688;2019;248400;2
80637;2012;4129;2
80228;2006;534742;2
80486;1899;434405;2
80713;2016;248522;2
80030;2021;4494;2
80248;2005;95980;2
80637;2005;96229;2
80486;2012;96508;2
80303;2006;718406;2
80333;2013;1991;2
80649;2016;248508;2
80713;2011;2790;2
80333;2016;248887;2
80477;1982;612655;2
80688;2020;3465;2
80486;2017;653281;2
80600;2011;242233;2
80713;2005;4501;2
80155;2005;100310;2
80548;2019;3429;2
80200;2020;105247;2
80713;2023;3302;2
80580;2004;281;2
80486;1999;6038;2
80637;2007;3439;2
80713;2012;102863;2
80688;1907;111815;2
80200;2020;104076;2
80635;2003;104716;2
80635;2013;530157;2
80637;2013;98921;2
80486;2005;86305;2
80222;1997;4289;2
80589;2005;87930;2
80333;2014;610907;2
80332;2022;2669;2
80025;1982;113904;2
80228;2020;4657;2
80713;1991;2440;2
80589;2005;122745;2
80600;2017;814245;2
80713;2013;2816;2
80222;2019;79783;2
80649;2006;91378;2
80649;1912;121581;2
80222;2020;249032;2
80496;2016;60249;2
80635;2003;95567;2
80249;2007;2623;2
80633;2006;103772;2
80147;2018;3003;2
80600;2015;889047;2
80806;1997;4582;2
80228;2019;534750;2
80333;2019;534750;2
80486;2019;248146;2
80806;2004;105239;2
80633;2004;3571;2
80025;2005;6677;2
80501;2008;3059;2
80600;2013;4319;2
80631;2022;3676;2
80477;1982;83912;2
80649;2016;248771;2
80688;2015;90017;2
80713;2012;3195;2
80633;2005;126276;2
80333;2006;118329;2
80649;2009;88921;2
80600;2020;5476;2
80228;2020;4571;2
80333;2014;88949;2
80716;2005;91912;2
80327;2021;351;2
80713;2004;4582;2
80380;2005;104516;2
80637;2009;128268;2
80396;2017;889047;2
80815;2005;129016;2
80333;2018;3059;2
80497;2016;4525;2
80806;2014;249135;2
80333;2022;610907;2
80574;2005;139024;2
80815;2005;127439;2
80228;2016;534750;2
80649;2012;60811;2
80806;2007;124034;2
80477;1982;79783;2
80228;2013;198160;2
80688;2016;142052;2
80228;2006;1015856;2
80688;2006;88569;2
80633;2020;249351;2
80333;2016;249293;2
80815;2005;99373;2
80649;2020;3187;2
80713;1997;4254;2
80688;2022;3741;2
80303;2017;109869;2
80649;2021;977;2
80281;2005;131985;2
80222;2021;113432;2
80713;2020;717359;2
80633;2019;718406;2
80580;1994;134346;2
80688;2006;109422;2
80806;1912;5464;2
80244;2007;116392;2
80030;2010;3764;2
80025;1982;108361;2
80087;2018;106595;2
80371;2021;101300;2
80713;1979;2741;2
80688;1982;64239;2
80713;1993;3206;2
80688;1978;4127;2
80030;2006;3696;2
80333;2019;3741;2
80688;2017;88569;2
80477;1982;613496;2
80167;2007;86828;2
80249;2005;79783;2
80713;2002;2584;2
80228;2006;92876;2
80665;2010;80759;2
80228;2015;2568;2
80333;2017;1027359;2
80600;2019;4308;2
80331;2005;91289;2
80806;2002;88477;2
80580;2013;102900;2
80806;2019;3465;2
80633;2012;109881;2
80649;2014;61057;2
80118;1912;101223;2
80633;2021;3297;2
80688;2018;248363;2
80333;2005;3206;2
80333;2009;152226;2
80228;1878;3140;2
80649;2018;104155;2
80633;2017;3302;2
80244;2013;121471;2
80806;2003;94273;2
80155;2009;3424;2
80221;2010;135306;2
80118;2005;5826;2
80600;2020;113893;2
80030;2021;3059;2
80649;2006;96229;2
80333;2021;627745;2
80486;2004;4319;2
80333;2016;248938;2
80635;2008;718362;2
80118;2022;107090;2
80590;2013;141214;2
80637;2005;105441;2
80228;2019;60205;2
80333;2018;91322;2
80025;1982;92606;2
80600;1912;117096;2
80806;2014;4494;2
80109;2014;124814;2
80332;2009;148252;2
80222;2017;100382;2
80830;2020;791564;2
80380;2005;4252;2
80580;2007;99334;2
80713;2007;4466;2
80713;2010;4064;2
80422;2016;239063;2
80228;2022;4155;2
80228;2020;115156;2
80688;2019;4501;2
80688;2014;122069;2
80332;2022;248979;2
80713;2014;281;2
80486;2008;197264;2
80486;2012;85740;2
80637;2022;4501;2
80222;1978;2623;2
80290;2005;114658;2
80228;1997;139;2
80486;2008;4669;2
80688;1981;103862;2
80248;2019;718362;2
80688;1994;95980;2
80333;2004;142305;2
80221;2010;89200;2
80333;2013;3293;2
80600;2020;104340;2
80228;2015;3422;2
80344;2005;128268;2
80688;1997;103862;2
80548;2019;4001;2
80688;2014;142164;2
80396;2020;4516;2
80371;2021;237756;2
80637;2013;4023;2
80133;2015;4507;2
80087;2018;459478;2
80228;2016;134239;2
80787;2020;115237;2
80333;2021;2794;2
80087;2018;248567;2
80396;2017;4280;2
80763;2006;100787;2
80713;2020;116142;2
80600;2006;112355;2
80228;2022;4142;2
80637;2022;3726;2
80600;2020;3116;2
80333;2014;133675;2
80303;2022;106965;2
80688;1956;836222;2
80228;2022;2989;2
80688;2011;99496;2
80808;2019;3941;2
80688;2014;187104;2
80716;2005;104775;2
80200;2005;96749;2
80635;2005;4280;2
80637;2021;3518;2
80333;2004;2607;2
80222;1972;124080;2
80830;2022;4117;2
80030;2006;86305;2
80580;2007;80759;2
80249;2005;129666;2
80580;2013;129669;2
80222;1967;83502;2
80222;1967;98865;2
80332;1912;119812;2
80009;2001;4501;2
80228;2010;2747;2
80228;2017;459638;2
80228;2011;109507;2
80649;2015;351;2
80806;2015;4167;2
80087;2010;87540;2
80333;2014;107090;2
80222;1967;96208;2
80574;2022;100310;2
80145;2005;103316;2
80228;2004;249135;2
80118;2007;92353;2
80025;1982;119473;2
80228;2015;3716;2
80228;2019;93923;2
80688;2018;211159;2
80333;2021;252;2
80633;2009;192690;2
80600;2010;3429;2
80649;2006;137096;2
80422;2006;98921;2
80713;1884;8876;2
80806;2000;2440;2
80228;2015;2808;2
80025;2022;612462;2
80600;1886;5100;2
80486;2008;90208;2
80590;2016;61153;2
80713;1996;113260;2
80637;1994;142052;2
80649;2020;2517;2
80030;2021;2517;2
80688;1988;4516;2
80713;2004;109419;2
80333;2022;4137;2
80228;2019;108027;2
80332;2014;444431;2
80332;2013;534742;2
80222;2005;91382;2
80025;1982;91258;2
80713;1989;102863;2
80633;1995;80759;2
80548;2022;4657;2
80713;2017;54818;2
80333;2021;127005;2
80665;2011;977;2
80228;2023;61057;2
80333;2011;134346;2
80486;2016;4151;2
80155;2009;4001;2
80713;2002;2702;2
80200;2020;92302;2
80633;2014;85798;2
80688;1965;80911;2
80688;2016;61714;2
80228;2006;80410;2
80600;2018;3036;2
80665;2022;4252;2
80486;2015;88752;2
80688;2014;96229;2
80633;2009;64239;2
80600;2015;3676;2
80713;2008;4212;2
80333;2016;4474;2
80649;2014;88624;2
80025;2007;190355;2
80333;2021;965;2
80713;2020;4127;2
80477;1982;80243;2
80025;1982;194069;2
80665;2020;965;2
80688;2010;4187;2
80396;2013;4257;2
80600;2010;1027359;2
80030;2021;2508;2
80633;2012;836222;2
80333;2021;3676;2
80665;2010;104214;2
80244;2007;152226;2
80228;2013;814245;2
80244;2007;92501;2
80380;2005;4582;2
80486;2017;3518;2
80228;2011;198682;2
80633;2015;434378;2
80396;2015;4657;2
80290;2021;249815;2
80633;2021;3518;2
80222;2012;4308;2
80633;2009;4289;2
80333;2011;105521;2
80637;1999;5659;2
80228;2018;608364;2
80303;1994;81272;2
80806;2014;132377;2
80688;2017;249513;2
80635;1997;105502;2
80631;2005;93023;2
80649;2022;97604;2
80228;2016;129147;2
80333;2016;249462;2
80649;1996;444440;2
80580;1967;5464;2
80303;2015;4657;2
80600;1888;128311;2
80649;2017;88482;2
80332;2005;97947;2
80167;2007;119977;2
80806;2001;530157;2
80688;2005;3791;2
80332;1994;100398;2
80228;1996;116354;2
80598;2005;143636;2
80580;1995;3039;2
80637;2022;2440;2
80806;2007;88833;2
80333;1994;91289;2
80633;2022;85112;2
80713;2016;189424;2
80030;2022;210611;2
80688;2000;2594;2
80590;2013;129147;2
80486;2018;4657;2
80665;2013;259;2
80600;2011;194069;2
80250;2005;108537;2
80332;2014;718348;2
80149;2018;2440;2
80250;2015;11142;2
80649;2022;3070;2
80713;2022;249074;2
80332;1986;4167;2
80228;1980;61448;2
80688;1908;123485;2
80580;2022;113221;2
80228;2021;3745;2
80333;2016;124034;2
80250;2009;34869;2
80462;2020;237862;2
80025;2005;5325;2
80396;2014;889047;2
80713;2005;77756;2
80713;2023;3774;2
80600;2018;4137;2
80600;2020;3429;2
80030;2006;114611;2
80574;2005;103057;2
80600;2022;4013;2
80009;2018;4564;2
80333;2021;95793;2
80030;2007;2559;2
80486;2005;138998;2
80333;2020;4212;2
80665;2020;248232;2
80502;2005;4117;2
80486;2005;117096;2
80713;1998;2489;2
80228;2015;2911;2
80025;1982;95793;2
80118;2013;98717;2
80333;2009;310;2
80832;2019;259;2
80303;2009;4657;2
80713;2019;54451;2
80688;2004;4117;2
80228;1877;2517;2
80303;2020;4001;2
80806;2017;3571;2
80228;2021;112727;2
80633;2014;80759;2
80087;2016;104160;2
80333;2019;2767;2
80333;2016;781863;2
80486;2011;2706;2
80200;2005;133108;2
80600;1907;101223;2
80833;2005;80759;2
80333;2016;103142;2
80804;2011;4657;2
80665;2015;1966;2
80333;2016;2586;2
80333;2008;4466;2
80030;2004;2440;2
80713;2010;3608;2
80808;2021;3755;2
80222;2005;82637;2
80589;2005;105966;2
80635;1997;148252;2
80649;2012;4308;2
80333;2020;2757;2
80806;2006;126615;2
80688;2019;109869;2
80228;1961;105870;2
80580;2006;9450;2
80787;2020;104340;2
80665;2005;107027;2
80025;2005;104903;2
80637;2010;126124;2
80713;1865;97556;2
80713;2005;4040;2
80200;2005;141214;2
80228;1868;2584;2
80633;2006;95980;2
80333;2016;249815;2
80688;2013;119780;2
80087;2022;53598;2
80222;1883;83267;2
80303;2020;11142;2
80637;2005;128268;2
80496;2013;198883;2
80580;1967;89579;2
80688;2009;2706;2
80688;2011;530157;2
80589;2005;119550;2
80635;2008;119991;2
80486;2012;96180;2
80025;1990;117096;2
80808;2021;97452;2
80806;2007;4308;2
80688;2020;109091;2
80633;2021;4001;2
80087;2017;248509;2
80713;2010;195388;2
80713;2006;117025;2
80806;2021;3688;2
80713;2019;2477;2
80228;2020;108718;2
80030;2019;3726;2
80486;2017;3036;2
80149;2019;2895;2
80716;2005;788980;2
80222;1972;129087;2
80806;2004;1998;2
80635;2008;104214;2
80804;2011;4280;2
80815;2017;249331;2
80025;1982;80358;2
80806;2007;135306;2
80600;2019;2440;2
80688;2010;4023;2
80249;2006;193860;2
80806;1999;4013;2
80688;2017;198631;2
80303;2018;3059;2
80633;2005;187494;2
80688;2019;247202;2
80228;2003;2543;2
80248;2013;189146;2
80649;2017;2506;2
80649;2019;3388;2
80600;2011;2497;2
80806;2021;3611;2
80649;2018;109139;2
80477;1982;92302;2
80589;2005;92501;2
80222;2021;444430;2
80109;2017;4516;2
80580;2018;11115;2
80249;2005;952124;2
80649;2014;434405;2
80087;2017;249027;2
80030;2006;129147;2
80649;2021;2679;2
80248;2005;117201;2
80250;2021;3978;2
80250;2021;4117;2
80025;1982;136654;2
80333;2018;248450;2
80713;1993;444432;2
80228;2022;2504;2
80713;2009;2603;2
80649;2016;249310;2
80688;2016;4516;2
80228;1869;2440;2
80600;2021;3764;2
80221;2010;92876;2
80221;2005;100142;2
80222;2021;762153;2
80228;2021;974;2
80713;2003;31206;2
80649;1965;123960;2
80109;2016;4657;2
80167;2007;126650;2
80806;2000;1991;2
80633;2016;121033;2
80333;2005;4129;2
80633;2019;3726;2
80713;2021;89840;2
80333;1972;10663;2
80688;2015;141499;2
80665;2017;10905;2
80486;2017;117096;2
80574;2005;129506;2
80688;2020;2623;2
80228;2020;88752;2
80087;2011;99570;2
80486;2018;133108;2
80221;2005;116759;2
80633;2014;4013;2
80486;2014;2706;2
80688;2011;107090;2
80688;2020;142052;2
80228;1878;3243;2
80600;2016;1027359;2
80222;1972;116012;2
80486;2022;97434;2
80228;2013;4516;2
80600;2013;3943;2
80649;2019;459638;2
80688;2011;3676;2
80665;2010;88478;2
80025;1982;80410;2
80713;2021;115918;2
80025;1982;120717;2
80250;2016;3302;2
80600;1994;88949;2
80808;2019;718362;2
80248;2019;114972;2
80649;2014;109869;2
80806;1999;117933;2
80248;2019;151786;2
80149;2018;113221;2
80344;2005;718331;2
80600;2010;4507;2
80713;2006;107090;2
80633;1997;88624;2
80109;2016;3439;2
80215;2019;4657;2
80344;2018;91886;2
80665;2020;248314;2
80222;1967;84999;2
80200;2020;129147;2
80688;2015;120732;2
80649;2006;80759;2
80787;2020;132695;2
80633;2006;4583;2
80806;2001;2571;2
80486;2018;249842;2
80688;2017;1998;2
80633;2020;192967;2
80228;2018;101210;2
80633;2012;102870;2
80332;1994;88840;2
80332;2022;248880;2
80808;2020;97947;2
80806;2019;88624;2
80486;1908;140478;2
80248;2011;185566;2
80787;2001;2669;2
80600;2020;104214;2
80149;2020;120717;2
80222;2022;248821;2
80333;1993;110313;2
80688;2009;2679;2
80109;2005;98921;2
80486;2017;195012;2
80333;1999;101223;2
80688;2001;3112;2
80633;2017;4669;2
80649;2010;3343;2
80688;2022;237727;2
80486;1899;5659;2
80228;2016;1973;2
80396;2014;2989;2
80806;2023;4187;2
80228;2002;814245;2
80462;2022;112915;2
80087;2016;61057;2
80580;2014;606920;2
80333;2020;2440;2
80713;2013;184660;2
80649;2018;4151;2
80248;2019;91258;2
80087;2016;139024;2
80333;2010;124572;2
80688;2019;248573;2
80649;2007;85740;2
80025;1982;606916;2
80333;2011;88349;2
80228;2021;2603;2
80688;2011;98717;2
80688;1977;3518;2
80713;1996;127625;2
80228;2019;4308;2
80332;1994;198226;2
80649;2018;107085;2
80637;2012;3696;2
80486;1968;96465;2
80633;2018;4117;2
80333;2014;134346;2
80688;2016;119509;2
80228;2002;2576;2
80025;1982;124967;2
80025;2005;88569;2
80637;2022;4583;2
80290;2013;104903;2
80633;2011;121555;2
80497;2022;249269;2
80600;2011;444431;2
80228;1877;3120;2
80118;1997;88720;2
80713;2013;817101;2
80333;2009;718362;2
80200;2013;85250;2
80149;2019;119097;2
80502;2007;4129;2
80600;2017;2586;2
80228;2015;124034;2
80713;2009;3195;2
80633;2007;119473;2
80215;2005;92353;2
80649;2019;3195;2
80333;2013;108027;2
80332;2012;126276;2
80806;2005;140478;2
80025;2005;91289;2
80649;1979;444431;2
80590;2007;612655;2
80228;2010;534752;2
80574;2022;83912;2
80025;2005;886138;2
80713;1999;2559;2
80688;2015;198902;2
80497;2013;53668;2
80665;2016;2440;2
80109;2016;3791;2
80713;2009;3170;2
80333;2021;4474;2
80333;2008;53623;2
80633;2006;96534;2
80649;2018;3611;2
80118;2005;434662;2
80200;2019;4257;2
80118;2022;99418;2
80688;2002;977;2
80808;2018;530157;2
80249;2006;4117;2
80248;2019;108361;2
80713;2002;3741;2
80303;2006;119915;2
80333;2002;2801;2
80808;2018;82757;2
80688;2020;54578;2
80806;1999;136759;2
80688;2018;248388;2
80633;1997;107085;2
80333;2016;148435;2
80333;2006;88478;2
80804;2017;248232;2
80665;2013;185128;2
80244;2013;92353;2
80422;2007;82637;2
80087;2014;259;2
80250;2005;190355;2
80713;2012;81856;2
80600;2022;4342;2
80025;1982;116043;2
80249;2005;79734;2
80333;2004;5878;2
80248;2019;95558;2
80649;2022;4619;2
80688;2019;249246;2
80787;2013;112413;2
80249;2018;4583;2
80333;2006;53623;2
80808;2021;100052;2
80333;2005;4568;2
80228;2016;4503;2
80250;2000;36159;2
80228;2005;249246;2
80688;2006;94273;2
80713;2021;2481;2
80580;2010;4494;2
80688;2017;88794;2
80763;2006;98921;2
80248;2010;3978;2
80248;2013;197601;2
80637;2011;3967;2
80486;2018;249291;2
80665;2022;2440;2
80118;1883;87905;2
80344;2013;198883;2
80149;2019;3978;2
80806;2014;249550;2
80806;2003;103142;2
80649;2021;3302;2
80649;1907;99979;2
80806;2000;2543;21
80713;2022;3465;21
80222;2008;117201;21
80600;1994;139024;21
80333;2008;1972;21
80228;1999;1973;21
80806;2013;534742;21
80713;2015;1966;21
80713;2020;974;21
80333;2001;836203;21
80713;2014;2741;21
80167;2019;3297;21
80713;2008;2623;21
80713;1997;3206;21
80649;2012;4212;21
80713;2020;534750;21
80830;2015;3774;21
80713;2018;2669;21
80830;2014;3967;21
80222;2008;128268;21
80713;2020;94273;21
80713;2000;2576;21
80600;2021;2517;21
80713;2015;2481;21
80713;1985;2594;21
80649;2019;4280;21
80830;2016;3603;21
80713;2011;2767;21
80806;2005;4254;21
80688;2005;4117;21
80713;2019;3439;21
80713;1974;1958;21
80713;2004;3106;21
80830;2012;4129;21
80222;2008;99334;21
80713;2011;4342;21
80149;2017;4564;21
80333;2011;444431;21
80688;2013;4257;21
80713;2011;3967;21
80806;2016;3302;21
80713;2020;3774;21
80713;2021;2576;21
80633;1994;94273;21
80806;2011;3967;21
80333;2004;974;21
80228;2021;2706;21
80806;2002;65322;20
80806;2003;65322;20
80713;2011;2741;20
80713;2021;3688;20
80333;2008;4289;20
80713;2011;106419;20
80713;2014;3571;20
80228;2022;3429;20
80713;2011;2440;20
80713;2008;2669;20
80688;2015;3978;20
80806;2012;534752;20
80713;2017;3676;20
80806;2005;534752;20
80806;2009;96226;20
80713;2004;3978;20
80688;2011;4583;20
80149;2017;3424;20
80228;2019;4117;20
80222;2018;351;20
80228;2010;101223;20
80713;2020;4257;20
80222;2019;259;20
80228;2011;444436;20
80649;2021;3003;20
80713;2014;1027359;20
80713;2010;67257;20
80333;2004;1991;20
80633;1994;113260;20
80333;2000;3297;20
80713;2022;459638;20
80688;2012;4001;20
80713;2015;4254;20
80333;1997;2586;20
80713;2011;3076;20
80713;2000;2568;20
80713;2015;3293;20
80713;2009;2808;20
80713;2000;2001;20
80228;2008;2702;20
80713;2020;4669;20
80228;2001;1972;20
80633;2014;198838;20
80713;2019;3726;20
80713;2008;977;20
80228;2018;2497;20
80228;2008;3070;20
80713;2021;3206;20
80333;2002;965;20
80713;2011;2623;20
80600;2016;4023;20
80713;2005;814245;20
80713;2010;3696;20
80333;2004;1958;20
80806;2009;4001;20
80633;2013;444431;20
80713;2013;4129;20
80713;1998;3302;20
80713;2023;965;20
80600;2008;4669;20
80333;2014;444431;20
80713;1997;152226;20
80806;2014;4129;20
80333;1993;140478;20
80713;2021;4583;20
80333;2004;3187;20
80713;2012;67422;20
80633;1994;88478;20
80649;1993;139530;20
80030;2020;2706;20
80688;2016;4001;20
80713;2018;3791;20
80222;2008;114611;20
80713;2000;2901;20
80228;2019;2489;20
80713;2019;112426;20
80713;2015;67295;20
80806;2000;4151;20
80228;2022;3187;20
80713;2008;1958;20
80713;2000;2832;20
80713;2014;2706;20
80806;2017;4129;20
80665;2022;259;20
80688;2016;73560;20
80713;2013;2741;20
80633;2016;4187;20
80633;2011;138634;20
80713;2012;2563;20
80713;2017;4583;20
80030;2020;4117;20
80713;2010;4151;20
80222;2008;718404;20
80806;2009;534742;20
80806;2005;3967;20
80713;2014;2440;20
80713;2017;3791;20
80713;2011;2706;20
80600;2016;4669;20
80333;2004;1998;20
80808;2021;3764;20
80688;2009;4001;20
80333;1999;199374;20
80333;2001;3371;20
80333;1999;3343;20
80713;2011;3106;20
80806;2003;4342;20
80688;2020;88720;20
80600;2010;64156;19
80030;2020;530157;19
80713;1997;4583;19
80713;2005;2808;19
80830;2018;4466;19
80228;2022;2440;19
80713;2018;4342;19
80333;2008;4280;19
80713;2017;2808;19
80713;2012;965;19
80713;2023;1973;19
80600;1994;104340;19
80806;2016;4669;19
80713;2011;1972;19
80688;2016;4117;19
80713;1988;3696;19
80713;2007;4308;19
80030;2020;4001;19
80228;2008;530157;19
80688;2013;92793;19
80808;2021;2669;19
80713;2008;2440;19
80713;2021;3791;19
80713;1972;1958;19
80713;2021;2895;19
80713;2019;3136;19
80333;2011;259;19
80649;2020;4280;19
80808;2021;3791;19
80333;2022;115156;19
80600;2010;107117;19
80633;1994;139024;19
80333;2014;459628;19
80713;2008;1973;19
80222;2013;192310;19
80713;1999;3070;19
80806;2009;4254;19
80688;2017;3696;19
80030;2020;3603;19
80713;1998;3239;19
80333;2001;2586;19
80713;2008;4466;19
80713;2020;1952;19
80713;2016;814245;19
80600;2006;4195;19
80713;2018;3439;19
80713;2022;4252;19
80806;2006;3978;19
80633;2015;100718;19
80333;1999;3165;19
80333;2008;4257;19
80486;2020;197281;19
80333;1998;974;19
80713;2013;2530;19
80688;2014;103862;19
80333;2008;2911;19
80228;2007;3070;19
80333;2000;530157;19
80713;1998;2623;19
80600;2010;87540;19
80228;2016;530157;19
80633;2013;4195;19
80333;2010;142409;19
80713;2016;4195;19
80222;2008;95563;19
80600;2010;80759;19
80600;1994;117201;19
80713;2015;3311;19
80713;2011;2563;19
80462;2019;3297;19
80806;2007;4151;19
80692;1992;4187;19
80692;2019;4525;19
