Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80228;9;65155;1
80333;6;239134;1
80635;1;65109;1
80598;10;239111;1
80637;7;219831;1
80688;8;11152;2
80248;7;54342;3
80290;7;10990;1
80248;9;61678;1
80486;8;219831;2
80025;5;237051;3
80609;2;237938;1
80250;9;51331;1
80030;8;1597;1
80249;5;239111;2
80600;7;64140;5
80713;9;65155;7
80087;6;608364;2
80635;6;65184;1
80133;6;11136;3
80497;7;65991;1
80633;5;65109;3
80200;5;11468;1
80548;3;608364;1
80688;1;65300;3
80222;8;51615;1
80497;6;239523;1
80222;12;238233;1
80030;7;65278;2
80244;3;11197;1
80332;9;53759;1
80087;7;65740;4
80713;5;11173;4
80688;4;11131;1
80635;1;247063;1
80087;8;51677;1
80332;10;51710;1
80635;1;65473;1
80333;6;65473;4
80147;8;54279;1
80290;3;608364;2
80149;6;238329;1
80303;8;54468;1
80598;3;237791;1
80635;4;11165;2
80688;6;65155;5
80200;8;249204;1
80303;7;11136;1
80830;8;11165;1
80637;11;11202;2
80497;7;11585;2
80332;5;54468;2
80118;10;239128;1
80580;7;65348;1
80228;7;608405;7
80497;8;249156;1
80806;1;54279;6
80149;9;238492;1
80600;6;239131;1
80222;4;249826;1
80200;4;54417;1
80344;9;18820;1
80222;8;11168;2
80496;10;11131;1
80600;7;65473;4
80149;6;51615;1
80222;9;40133;1
80806;6;54342;1
80250;1;464314;2
80486;4;249823;1
80200;5;53741;1
80635;7;53741;2
80333;6;54537;1
80633;6;65109;7
80486;1;11165;1
80713;6;52084;1
80688;1;65271;1
80808;8;51619;1
80637;4;239132;1
80303;7;163093;2
80635;10;51619;1
80248;7;51647;1
80598;2;237938;1
80228;8;249408;5
80222;8;65487;1
80332;8;65300;2
80332;11;64213;1
80087;7;51637;1
80228;3;64253;1
80804;6;53724;1
80374;7;11157;1
80637;7;219833;2
80228;6;238326;2
80590;3;53595;1
80548;8;785665;2
80133;6;239111;5
80804;5;237061;1
80371;8;238480;1
80215;7;239054;1
80688;3;11165;2
80635;4;1574;1
80133;3;64260;1
80600;7;521613;17
80222;10;29937;3
80486;5;53747;2
80806;10;65219;1
80025;6;18829;1
80574;5;459325;2
80589;9;837869;1
80371;9;199855;1
80806;1;65131;28
80713;8;66157;1
80215;10;11168;1
80332;7;65395;1
80496;4;53754;2
80149;5;238434;1
80649;5;65109;3
80497;6;54540;1
80030;5;12104;2
80637;3;608364;1
80665;1;11165;1
80635;6;53754;1
80692;2;459325;2
80118;8;65344;1
80222;10;32158;1
80496;10;65991;1
80228;5;237061;3
80332;9;61678;1
80502;3;237791;1
80222;9;11165;5
80649;6;65473;6
80327;7;249203;1
80025;6;53754;2
80713;8;51647;1
80200;6;239111;1
80635;8;51615;1
80713;5;53623;6
80688;4;65991;2
80649;7;249638;2
80332;7;219831;1
80574;2;54417;1
80806;1;65155;7
80589;4;11197;1
80087;8;593263;2
80806;7;65184;2
80281;9;51710;1
80496;6;51610;1
80167;10;783840;1
80333;7;913804;6
80808;4;51677;1
80633;8;11157;1
80222;4;227786;1
80637;9;51946;1
80303;5;219831;1
80332;9;65344;1
80228;9;65344;4
80600;7;162935;10
80371;12;238192;1
80228;7;913804;1
80497;4;54451;1
80333;9;61678;1
80830;10;163019;1
80030;10;11202;1
80248;8;238468;1
80133;7;239134;2
80688;6;51946;1
80486;10;65199;1
80228;7;249151;1
80806;7;66121;2
80222;6;52886;2
80496;4;459325;1
80222;4;64859;1
80371;8;249151;1
80635;8;65889;1
80486;7;53747;2
80688;1;912179;3
80637;6;65262;2
80486;1;65184;2
80333;1;64135;2
80713;3;238385;1
80633;2;163128;4
80344;9;237061;1
80665;7;64049;1
80371;8;51847;1
80228;5;51923;1
80371;7;11157;1
80244;4;11197;1
80713;5;239117;3
80486;5;18820;5
80502;8;53973;1
80222;4;12208;1
80332;10;11157;1
80713;8;645873;4
80228;7;11173;1
80290;4;608364;1
80486;8;65284;1
80380;9;11157;1
80806;4;54052;1
80497;7;65131;1
80149;5;51716;1
80333;9;608364;8
80248;7;64260;1
80637;2;237938;1
80462;12;239117;1
80574;5;11152;1
80221;8;11133;1
80598;5;249151;1
80806;6;65376;1
80133;6;18829;1
80248;7;219833;2
80598;2;11173;1
80713;7;65155;16
80087;5;227386;1
80303;7;64205;4
80635;6;11173;1
80303;7;65131;2
80649;7;65456;1
80580;4;239133;1
80633;2;162924;4
80580;1;11165;1
80633;7;608364;2
80649;6;239048;2
80637;6;65415;1
80371;10;608364;1
80665;5;51637;1
80133;9;1597;1
80167;11;459325;1
80147;8;459325;2
80692;6;53724;1
80462;9;239133;1
80713;4;11197;1
80580;8;53668;1
80133;7;11202;1
80290;9;44911;1
80688;9;53741;1
80222;10;1574;1
80221;5;54052;2
80665;7;64201;4
80486;6;65184;10
80486;9;238461;1
80815;9;61678;1
80149;6;11131;1
80496;8;51716;1
80333;5;54052;2
80333;3;54417;6
80145;7;219831;1
80716;1;11168;1
80665;5;11682;1
80635;5;11197;1
80333;8;1550;3
80635;9;62032;1
80025;8;239111;2
80149;5;238460;1
80806;6;249288;3
80228;1;11165;2
80637;5;65131;4
80248;8;239111;2
80145;9;11157;1
80600;3;53741;1
80030;8;238298;1
80333;4;66121;1
80486;8;65877;3
80763;9;11131;1
80806;9;65451;3
80333;6;239133;2
80486;5;66077;1
80332;8;65740;1
80637;10;239134;1
80804;9;66173;2
80244;5;52150;1
80222;6;12106;3
80496;8;237372;1
80635;4;239134;1
80486;8;51658;1
80649;9;249639;1
80609;12;239133;1
80248;7;65265;1
80248;8;12200;1
80118;8;65487;3
80290;9;459325;1
80030;10;163387;1
80009;4;54451;1
80332;8;65344;8
80477;8;65774;1
80635;6;249151;1
80333;7;53700;3
80815;11;239128;1
80422;9;61678;1
80422;9;65344;1
80633;7;253362;1
80486;6;54417;3
80815;6;64253;1
80631;9;11168;1
80649;9;61678;1
80637;8;65613;1
80333;1;56502;2
80222;6;65473;1
80496;4;219490;1
80303;7;521613;4
80248;7;608405;4
80589;9;65877;1
80118;7;53668;2
80633;6;65227;1
80486;9;65451;2
80332;5;10977;2
80248;10;1597;1
80833;7;51331;1
80149;9;11168;1
80333;4;416747;2
80806;9;11152;1
80133;8;239117;1
80688;7;64201;12
80222;6;65262;1
80327;6;219833;1
80087;7;249379;1
80149;9;239134;1
80290;9;54279;1
80244;7;645873;1
80637;9;11157;1
80290;9;1043522;1
80248;8;249156;1
80222;9;30593;1
80580;7;11157;1
80333;2;238374;1
80327;8;239133;1
80222;4;18829;1
80333;11;237938;1
80574;3;416747;1
80806;6;653281;9
80600;8;65877;1
80215;7;53668;2
80599;9;239111;1
80025;5;11157;1
80222;9;11202;1
80155;8;65636;1
80118;8;64141;2
80221;9;51637;2
80290;3;237051;1
80486;8;837869;3
80649;7;65487;2
80502;8;837869;2
80501;9;11136;2
80649;6;65697;2
80649;8;11152;1
80649;11;11131;1
80222;10;35933;1
80228;5;238090;1
80149;11;239131;1
80332;8;249198;1
80806;6;52149;1
80815;8;249151;1
80600;8;60585;2
80497;7;51508;1
80598;10;223080;3
80598;10;11168;2
80600;11;239117;1
80633;8;65322;1
80713;5;64233;1
80716;6;11165;2
80200;9;54342;1
80665;6;65861;1
80281;8;219831;1
80228;5;65227;4
80713;10;11173;3
80030;10;237980;1
80333;6;54856;3
80598;5;238460;1
80290;5;53595;1
80333;1;163068;2
80333;6;593263;4
80637;9;61678;1
80222;5;10992;1
80486;4;11165;1
80118;7;65109;3
80649;9;51547;2
80109;7;53747;2
80635;4;11157;1
80222;6;794808;1
80290;8;65891;1
80600;11;239110;1
80633;7;65271;1
80332;9;11136;2
80688;8;60585;2
80333;5;238495;1
80631;8;54279;1
80590;9;61678;1
80009;8;239111;1
80806;8;53604;1
80716;3;239131;1
80589;6;53700;1
80637;2;11152;1
80200;8;11136;2
80109;2;223080;1
80333;12;163093;2
80806;1;54451;6
80249;7;459325;1
80333;6;54540;1
80030;9;65440;1
80637;4;65101;2
80713;12;64091;1
80633;2;163387;4
80222;8;239131;2
80030;8;65322;1
80688;5;163387;1
80649;7;65376;1
80155;8;51508;1
80633;7;53623;1
80833;7;1585;1
80637;6;54417;1
80332;8;249151;1
80228;5;65262;2
80327;9;237926;1
80649;4;11197;1
80580;5;459325;1
80030;10;51619;2
80133;6;237644;1
80331;7;64213;1
80600;9;249158;1
80486;8;65885;1
80713;6;65192;6
80649;7;65877;1
80649;8;65636;1
80598;3;238239;1
80600;6;65473;2
80580;9;11133;1
80713;8;53747;3
80830;4;18829;1
80133;9;11136;3
80396;10;239117;1
80637;6;53741;2
80580;8;65300;6
80244;3;11173;1
80133;6;18820;1
80374;7;51617;1
80665;3;11168;1
80333;7;608364;7
80580;9;11157;1
80030;9;11152;1
80215;8;66114;1
80333;3;199863;2
80109;7;159442;1
80118;5;238358;1
80637;7;54342;1
80327;5;780135;3
80109;3;53759;2
80228;5;65265;1
80589;6;12176;2
80290;6;53754;4
80665;10;237938;1
80665;5;608364;1
80486;9;238310;1
80688;7;54279;1
80248;6;239133;1
80600;8;65344;1
80248;7;11585;5
80333;6;239048;1
80248;1;65278;1
80333;7;238340;1
80025;7;239133;1
80815;9;11136;1
80649;9;53595;2
80281;9;239133;1
80600;7;53747;1
80145;1;11131;1
80147;5;54451;1
80649;7;239117;1
80025;5;62032;1
80087;5;65278;3
80665;5;18820;1
80633;4;53595;1
80713;10;11202;2
80486;5;53759;1
80637;6;65141;7
80380;9;239134;2
80609;9;11131;1
80665;4;10539;1
80327;9;239130;1
80222;5;54451;1
80333;10;11131;2
80600;7;593263;1
80228;7;65877;1
80580;1;219740;1
80713;6;54540;1
80332;7;8447;1
80804;7;249202;1
80635;7;65141;1
80637;6;65487;1
80665;7;11136;1
80486;1;853999;1
80332;6;65101;1
80250;5;31233;1
80333;9;913804;2
80497;6;249288;1
80806;6;65322;63
80303;6;18829;6
80806;1;60731;1
80248;4;51703;1
80327;5;11165;1
80030;5;65265;4
80133;10;51547;1
80250;6;10512;1
80486;5;65265;6
80600;8;238489;1
80598;4;237102;3
80713;8;1550;3
80133;9;61678;1
80396;5;238358;1
80806;9;239133;1
80228;5;54468;2
80580;9;239133;1
80637;8;65889;1
80332;10;64253;1
80228;7;65115;1
80025;1;11152;1
80462;9;238168;1
80713;5;1563;1
80327;5;1563;1
80281;8;459325;1
80087;5;65101;2
80290;7;249405;1
80713;9;249821;1
80665;4;239523;1
80422;7;593263;3
80087;5;238310;1
80649;4;54342;1
80497;6;249158;1
80580;8;51658;1
80333;5;52817;2
80200;9;54271;4
80109;5;53623;1
80688;8;641941;1
80333;3;64156;2
80200;8;238495;1
80806;7;64141;2
80688;11;30198;1
80713;7;219831;2
80228;9;65774;1
80477;5;238079;1
80025;8;51508;2
80030;8;1598;1
80598;9;223080;1
80333;7;238374;2
80665;3;520881;2
80598;12;11165;1
80030;5;249151;1
80808;7;219799;1
80244;7;65278;3
80332;10;237061;1
80327;6;219831;1
80030;3;239133;1
80665;6;248853;2
80665;9;51637;2
80222;9;40654;2
80497;6;53759;1
80333;10;237210;3
80331;10;51508;1
80806;8;239133;1
80496;8;641941;3
80501;4;239111;1
80501;4;239130;1
80250;1;31837;1
80649;6;66194;1
80804;6;54279;2
80332;8;237842;1
80149;11;11131;1
80333;5;65278;1
80030;8;837870;1
80371;8;237061;1
80496;10;237925;1
80806;8;51786;1
80635;5;51619;1
80133;12;18820;1
80109;5;237815;1
80333;9;312885;1
80649;8;53623;4
80147;9;11136;1
80598;10;239133;3
80486;1;433590;1
80713;8;66088;1
80808;6;51658;1
80030;6;54279;1
80344;11;11165;1
80222;7;66077;1
80228;8;65636;1
80327;5;65991;1
80030;8;65877;3
80649;8;245161;2
80332;6;12252;2
80290;7;51647;1
80200;4;239133;1
80713;8;11157;1
80371;6;239130;1
80609;9;237925;1
80228;7;53623;1
80344;9;239133;1
80371;9;239111;1
80109;4;53741;1
80371;6;12252;1
80665;6;249389;1
80006;5;239131;1
80087;7;199882;1
80333;5;53291;1
80371;6;237061;1
80333;12;64197;8
80200;8;239134;1
80609;7;239111;1
80109;5;51617;1
80637;7;64117;1
80599;6;51637;1
80333;7;65131;8
80637;7;65278;2
80149;9;239133;3
80688;7;163017;6
80250;1;44911;1
80496;7;608405;1
80815;10;238385;1
80713;7;971791;3
80332;5;54417;1
80087;8;647027;1
80486;1;653286;4
80215;7;51786;1
80167;8;11136;3
80688;7;53623;2
80600;6;53700;2
80222;1;65451;2
80815;6;51647;1
80713;7;608364;4
80804;10;66103;1
80222;1;54322;1
80688;3;64180;1
80477;5;51617;1
80804;8;245161;1
80649;7;11197;1
80637;6;913804;1
80815;7;608405;1
80713;8;608405;28
80290;6;51716;1
80371;8;1574;1
80637;12;18820;1
80713;10;249820;1
80598;5;51658;1
80006;1;238162;1
80580;9;237966;1
80422;12;239133;2
80030;5;18820;1
80215;7;53741;2
80486;7;54537;1
80590;7;53747;1
80635;8;12302;1
80248;4;11168;1
80222;6;219833;1
80030;5;11133;1
80009;10;239523;1
80496;8;11136;1
80145;12;11157;1
80290;8;65889;1
80665;8;65219;3
80222;10;32274;3
80222;2;65861;2
80600;4;608364;2
80497;9;54342;2
80009;9;61678;1
80713;7;239117;1
80244;3;11165;1
80030;8;783840;1
80548;9;65891;1
80222;4;54307;1
80637;8;65740;1
80649;8;66077;1
80580;9;65322;4
80599;9;239134;1
80580;8;53595;3
80649;4;227771;1
80371;6;222251;1
80248;8;52149;1
80303;8;239128;1
80118;7;219831;1
80815;8;51637;1
80580;6;65473;4
80609;10;11197;2
80600;8;53595;1
80222;6;12176;3
80580;8;65145;2
80600;8;241502;1
80149;11;459325;1
80649;7;608405;9
80333;7;51615;3
80030;3;241502;1
80815;6;60585;2
80600;8;219833;1
80832;7;593263;1
80599;9;237938;1
80109;2;11168;1
80344;11;51619;1
80030;8;11165;1
80649;7;66077;1
80688;8;238233;1
80486;2;65899;1
80688;6;11173;1
80228;5;54417;3
80155;8;11152;1
80609;2;238162;1
80290;6;11152;2
80649;4;238350;2
80815;1;51710;1
80118;6;12106;1
80580;3;239133;1
80713;9;1598;2
80025;8;51617;3
80713;8;54837;1
80688;6;53747;1
80228;9;238310;1
80598;10;53741;1
80598;9;11173;1
80600;5;65899;2
80333;4;163068;8
80713;8;239048;2
80222;8;52886;2
80332;10;238329;1
80149;6;239111;1
80290;6;53668;3
80025;6;65101;2
80332;5;11732;2
80713;9;608405;2
80574;5;608364;1
80244;7;65155;1
80030;8;52886;1
80713;8;11152;2
80333;12;64063;1
80290;6;459325;3
80806;8;65131;2
80688;8;459325;2
80200;9;66159;2
80804;9;66100;4
80609;10;238495;1
80548;9;11136;1
80222;9;65889;1
80228;5;239117;1
80222;10;37692;1
80486;5;237051;3
80580;4;238460;1
80649;6;64177;3
80688;7;65145;2
80030;8;12200;1
80806;1;53770;2
80222;9;65440;6
80486;6;53747;2
80713;9;1585;1
80713;8;52081;1
80332;8;65877;4
80009;6;239133;1
80331;6;241421;1
80804;8;65300;1
80228;7;520870;1
80665;6;608364;3
80333;10;53604;1
80497;8;52886;1
80649;4;65192;2
80087;9;53595;1
80649;6;65477;1
80580;8;65155;2
80688;7;219831;4
80763;9;239133;1
80215;10;11165;2
80222;2;238090;1
80222;9;239133;2
80087;10;65891;1
80635;6;239134;1
80589;4;239130;1
80631;8;645873;3
80600;3;608364;3
80250;5;37550;1
80248;7;971791;1
80806;6;239130;1
80167;11;239133;1
80087;6;11152;1
80635;7;608405;1
80009;4;54052;1
80635;4;18829;1
80631;9;11165;2
80333;11;11145;1
80580;9;61678;1
80087;7;65219;2
80808;8;53741;6
80215;7;54052;1
80713;7;219799;3
80713;9;66121;5
80806;1;53724;9
80496;9;641941;1
80713;8;645061;1
80688;2;11136;1
80713;12;593042;2
80713;5;65115;6
80327;1;199863;1
80649;6;64859;1
80155;8;65891;1
80290;6;239133;2
80030;8;51615;2
80496;8;238295;1
80806;4;163387;1
80371;9;11165;1
80496;8;249823;1
80649;8;65473;1
80030;4;54451;1
80025;5;219482;2
80333;7;65456;6
80486;5;65131;1
80486;8;53604;2
80222;10;238271;2
80167;8;593263;1
80147;8;219831;1
80665;1;163128;2
80635;7;65322;1
80030;8;65344;1
80713;12;64156;8
80637;3;51619;1
80808;10;11165;4
80815;11;11168;1
80713;7;65219;8
80200;8;249198;2
80281;12;237739;1
80633;10;608364;1
80333;10;51946;1
80228;9;1597;3
80497;4;227386;1
80806;8;65344;11
80149;9;641941;1
80832;7;53741;1
80109;10;11136;1
80332;5;241110;1
80087;2;223080;1
80333;5;66121;2
80497;8;65155;2
80009;9;11165;1
80333;3;60636;1
80332;7;65740;1
80635;5;608364;1
80249;9;65891;1
80486;5;1044195;1
80833;9;51619;1
80649;5;223334;1
80133;3;237051;2
80222;7;53770;5
80688;11;163128;1
80333;10;11133;1
80713;5;12380;2
80716;6;459325;3
80222;5;12104;2
80333;5;65262;6
80497;7;53759;1
80649;4;51637;1
80155;9;238192;1
80109;6;12106;1
80244;5;237051;3
80486;6;249288;1
80649;7;249198;1
80087;7;249822;1
80580;7;239133;1
80167;2;11152;1
80806;7;249202;1
80462;9;459325;1
80025;8;53595;1
80635;7;247058;4
80830;8;239117;1
80222;9;53741;5
80497;4;199863;1
80496;10;237061;1
80327;7;239133;1
80590;6;239111;1
80713;9;11165;3
80109;5;53759;1
80149;5;11152;1
80118;7;12176;1
80332;5;1574;1
80833;7;12176;1
80688;6;219831;2
80580;8;219831;1
80580;5;65141;9
80806;11;433590;1
80248;7;223164;1
80244;1;65300;1
80486;1;65145;2
80496;7;11131;1
80486;9;219831;1
80688;7;54342;1
80133;7;11165;2
80371;6;51710;1
80806;6;10992;1
80333;4;163108;4
80244;1;65101;1
80713;4;61057;11
80633;6;51649;1
80649;6;199863;1
80806;6;222266;1
80133;11;51647;1
80649;6;65131;9
80497;8;239133;2
80713;4;65473;1
80830;2;239133;1
80290;9;219833;1
80333;7;239111;3
80713;5;1585;1
80380;9;239133;4
80497;8;65932;1
80327;9;51946;1
80598;10;782405;1
80502;3;51649;1
80713;9;238290;1
80222;10;51677;1
80250;9;239111;1
80222;4;54451;4
80333;6;65339;1
80649;10;65344;3
80599;8;11136;1
80637;7;162935;2
80649;2;54417;1
80332;8;65487;1
80147;8;199863;1
80145;9;11131;1
80200;9;1597;2
80215;7;237925;1
80333;12;64135;10
80221;9;51617;1
80665;7;249151;1
80025;6;65344;1
80635;9;237102;3
80155;8;239112;1
80025;8;238495;1
80332;7;237842;1
80087;7;608364;2
80580;6;65145;13
80327;5;53595;1
80497;9;51658;1
80333;5;249198;2
80222;6;52148;2
80713;4;65271;2
80222;5;64177;1
80333;8;65440;2
80665;9;238460;1
80486;9;219833;1
80688;8;653281;2
80025;4;237061;1
80222;9;65740;2
80486;7;66077;1
80713;12;65899;1
80006;7;11173;1
80574;9;11136;1
80222;9;51647;1
80806;4;51703;1
80332;10;239523;2
80600;8;65882;1
80149;3;11136;2
80688;7;65487;4
80649;8;65155;2
80145;9;239133;2
80806;6;239111;1
80665;8;1597;2
80688;9;65891;1
80462;6;11173;1
80716;6;239128;1
80649;9;11165;3
80806;10;11152;1
80333;1;163128;2
80713;9;249819;1
80574;9;65192;1
80665;7;64205;2
80149;4;219833;1
80808;12;65344;1
80713;7;11133;1
80665;8;608364;1
80030;5;65227;1
80600;8;11168;1
80030;8;653286;1
80371;8;237924;1
80688;6;65910;1
80200;1;65344;1
80333;8;65473;3
80248;6;53754;1
80333;8;66121;5
80087;7;65877;3
80228;8;53754;1
80221;9;11131;1
80713;10;53595;6
80087;6;65265;3
80637;6;219740;2
80599;6;459325;1
80580;9;65878;1
80228;9;18820;3
80580;7;65219;6
80149;6;239131;1
80486;8;65636;2
80228;7;65322;3
80030;8;54279;1
80222;5;54824;1
80486;8;249828;1
80250;5;40654;1
80248;7;65740;2
80200;9;219826;1
80155;8;11165;1
80649;6;51619;1
80290;6;53595;2
80486;4;219831;1
80087;1;65131;1
80221;9;51784;1
80486;5;64177;1
80600;5;65262;6
80486;9;65891;1
80649;6;53908;1
80631;4;11197;1
80806;7;53668;4
80249;5;937893;1
80713;10;51658;1
80228;8;51508;1
80713;4;60939;9
80333;6;66001;1
80087;9;239130;1
80598;7;239112;1
80133;6;10977;1
80333;8;54052;1
80244;9;239133;2
80167;5;11568;1
80806;7;65877;3
80486;7;65278;3
80600;6;53754;3
80281;9;237938;1
80333;5;65141;3
80486;5;54540;1
80222;10;39925;2
80600;7;64117;1
80118;10;239134;1
80248;8;237051;1
80580;1;65141;11
80290;6;249204;1
80248;8;51637;1
80167;8;239111;5
80688;7;65165;2
80327;7;249202;1
80580;8;223080;1
80635;5;53754;1
80808;10;239133;2
80222;9;36977;2
80087;6;65774;2
80574;3;1044195;2
80087;6;53668;2
80133;10;237925;2
80600;11;239134;2
80303;5;53595;1
80548;4;54417;1
80333;8;219831;1
80332;1;65344;2
80688;4;64213;1
80222;5;12357;1
80486;5;11568;2
80333;9;65774;1
80222;8;53741;1
80649;5;11157;3
80215;7;51617;1
80222;9;36923;1
80006;7;237784;1
80713;9;913804;4
80589;4;51331;1
80496;8;249156;1
80486;3;237051;3
80501;7;53741;1
80344;7;239133;1
80649;6;54342;1
80087;4;608364;2
80371;8;52149;1
80145;12;237791;1
80087;10;11197;1
80222;1;65278;2
80665;6;65141;2
80815;11;239133;1
80808;4;54417;1
80633;7;54537;1
80147;8;51677;1
80332;8;237926;1
80609;12;459325;1
80806;6;12170;1
80688;3;11131;2
80155;9;53595;1
80598;7;53595;1
80222;9;51619;2
80692;9;61678;2
80713;10;65451;8
80713;8;65335;2
80598;5;54451;1
80649;3;53754;1
80649;7;54105;1
80649;8;497;1
80633;11;239117;1
80665;5;223080;1
80688;6;11165;2
80665;5;51627;1
80635;6;11694;1
80649;7;247136;3
80030;7;53878;1
80600;11;11197;1
80832;7;247079;1
80030;4;65376;1
80649;4;608364;2
80333;6;51814;1
80250;9;237926;1
80244;6;65740;1
80496;4;53595;1
80496;8;65109;1
80649;3;53741;1
80222;6;66114;1
80688;5;64187;1
80649;8;53668;2
80331;12;11157;1
80688;7;163019;4
80806;7;249805;2
80333;7;237715;2
80333;7;237850;2
80333;4;53623;4
80030;8;65184;1
80633;8;65440;3
80087;4;53724;1
80716;7;837869;1
80222;5;227386;1
80815;7;238479;1
80333;8;11165;1
80371;8;51677;1
80688;8;248853;1
80332;6;223152;1
80222;8;11157;1
80815;6;54279;1
80222;9;61678;1
80006;9;11136;1
80665;8;249826;1
80087;7;249828;1
80221;4;238239;1
80688;5;1574;1
80497;7;241432;1
80167;10;459325;1
80832;7;219831;1
80281;8;239112;2
80580;8;65774;1
80228;5;219831;1
80222;8;239111;3
80025;7;11133;1
80281;10;223080;1
80228;5;8326;1
80497;9;51649;1
80806;6;53741;3
80665;5;54451;1
80228;4;65774;1
80635;6;237521;1
80633;10;65344;1
80600;6;65115;2
80025;8;53747;1
80222;9;238329;1
80598;6;238397;1
80804;10;239054;1
80649;6;53747;2
80222;4;11165;3
80222;5;237406;1
80688;7;249288;1
80713;5;238399;1
80580;9;237938;1
80609;5;239111;2
80688;7;593263;6
80806;7;249151;3
80688;5;53595;1
80009;3;459325;1
80637;7;608405;3
80248;8;53741;1
80228;9;253427;1
80149;10;11131;1
80637;9;249151;1
80808;5;11157;1
80327;7;249828;1
80244;6;53741;1
80030;7;219833;1
80806;8;11165;1
80332;6;10502;3
80688;1;64156;1
