Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Lepidoptera;Animalia;Insecta;Argyresthiidae;1830152;Arthropodes;Insectes;Lépidoptères;Argyresthia brockeella (Hübner, 1813);Argyresthia brockeella (Hübner, 1813);;Lepidoptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/245731;https://inpn.mnhn.fr/espece/cd_nom/245731;245731;245731;3
Lepidoptera;Animalia;Insecta;Sphingidae;5124233;Arthropodes;Insectes;Lépidoptères;Sphinx pinastri Linnaeus, 1758;Hyloicus pinastri (Linnaeus, 1758);Sphinx du Pin (Le);Lepidoptera;Arthropoda;ES;Animalia;Sphinginae;Sphingini;https://taxref.mnhn.fr/taxref-web/taxa/248379;https://inpn.mnhn.fr/espece/cd_nom/248379;248379;54805;3
Lepidoptera;Animalia;Insecta;;797;Arthropodes;Insectes;Lépidoptères;Lepidoptera Linnaeus, 1758;Lepidoptera Linnaeus, 1758;Papillons;Lepidoptera;Arthropoda;OR;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/185214;;185214;185214;
Lepidoptera;Animalia;Insecta;Tortricidae;1737776;Arthropodes;Insectes;Lépidoptères;Cydia fagiglandana (Zeller, 1841);Cydia fagiglandana (Zeller, 1841);;Lepidoptera;Arthropoda;ES;Animalia;Olethreutinae;Grapholitini;https://taxref.mnhn.fr/taxref-web/taxa/247467;https://inpn.mnhn.fr/espece/cd_nom/247467;247467;247467;3
Lepidoptera;Animalia;Insecta;Geometridae;1972234;Arthropodes;Insectes;Lépidoptères;Perizoma flavofasciata (Thunberg, 1792);Perizoma flavofasciata (Thunberg, 1792);Périzome décolorée (La), Périzome à fascies jaunes (La);Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Perizomini;https://taxref.mnhn.fr/taxref-web/taxa/248739;https://inpn.mnhn.fr/espece/cd_nom/248739;248739;248739;3
Lepidoptera;Animalia;Insecta;Erebidae;7874258;Arthropodes;Insectes;Lépidoptères;Thumatha senex (Hübner, 1808);Thumatha senex (Hübner, 1808);Nudarie vieille (La);Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Lithosiini;https://taxref.mnhn.fr/taxref-web/taxa/249113;https://inpn.mnhn.fr/espece/cd_nom/249113;249113;249113;3
Lepidoptera;Animalia;Insecta;Noctuidae;1791422;Arthropodes;Insectes;Lépidoptères;Craniophora ligustri (Denis & Schiffermüller, 1775);Craniophora ligustri (Denis & Schiffermüller, 1775);Troënière (La);Lepidoptera;Arthropoda;ES;Animalia;Acronictinae;;https://taxref.mnhn.fr/taxref-web/taxa/249815;https://inpn.mnhn.fr/espece/cd_nom/249815;249815;249815;3
Araneae;Animalia;Arachnida;Agelenidae;2139576;Arthropodes;Arachnides;Araignées;Agelena labyrinthica (Clerck, 1758);Agelena labyrinthica (Clerck, 1758);Agélène à labyrinthe;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233169;https://inpn.mnhn.fr/espece/cd_nom/233169;233169;233169;3
Lepidoptera;Animalia;Insecta;Geometridae;1989428;Arthropodes;Insectes;Lépidoptères;Chloroclystis v-ata (Haworth, 1809);Chloroclystis v-ata (Haworth, 1809);Eupithécie couronnée (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Eupitheciini;https://taxref.mnhn.fr/taxref-web/taxa/248593;https://inpn.mnhn.fr/espece/cd_nom/248593;248593;248593;3
Diptera;Animalia;Insecta;Stratiomyidae;1578777;Arthropodes;Insectes;Diptères;Nemotelus uliginosus (Linnaeus, 1767);Nemotelus uliginosus (Linnaeus, 1767);;Diptera;Arthropoda;ES;Animalia;Nemotelinae;;https://taxref.mnhn.fr/taxref-web/taxa/22200;https://inpn.mnhn.fr/espece/cd_nom/22200;22200;22200;8
Odonata;Animalia;Insecta;Libellulidae;1428195;Arthropodes;Insectes;Odonates;Sympetrum Newman, 1833;Sympetrum Newman, 1833;;Odonata;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/198121;;198121;198121;8
Hemiptera;Animalia;Insecta;Rhopalidae;2050268;Arthropodes;Insectes;Hémiptères;Stictopleurus Stål, 1872;Stictopleurus Stål, 1872;;Hemiptera;Arthropoda;GN;Animalia;Rhopalinae;Rhopalini;https://taxref.mnhn.fr/taxref-web/taxa/207376;;207376;207376;3
Hymenoptera;Animalia;Insecta;Andrenidae;1357486;Arthropodes;Insectes;Hyménoptères;Andrena vaga Panzer, 1799;Andrena vaga Panzer, 1799;;Hymenoptera;Arthropoda;ES;Animalia;Andreninae;;https://taxref.mnhn.fr/taxref-web/taxa/239458;https://inpn.mnhn.fr/espece/cd_nom/239458;239458;239458;3
Hemiptera;Animalia;Insecta;Rhopalidae;4391858;Arthropodes;Insectes;Hémiptères;Rhopalus parumpunctatus Schilling, 1829;Rhopalus parumpunctatus Schilling, 1829;;Hemiptera;Arthropoda;ES;Animalia;Rhopalinae;Rhopalini;https://taxref.mnhn.fr/taxref-web/taxa/238304;https://inpn.mnhn.fr/espece/cd_nom/238304;238304;238304;3
Lepidoptera;Animalia;Insecta;Geometridae;5146837;Arthropodes;Insectes;Lépidoptères;Idaea subsericeata (Haworth, 1809);Idaea subsericeata (Haworth, 1809);Acidalie blanchâtre (L');Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Sterrhini;https://taxref.mnhn.fr/taxref-web/taxa/248460;https://inpn.mnhn.fr/espece/cd_nom/248460;248460;248460;3
Hemiptera;Animalia;Insecta;Miridae;3250652;Arthropodes;Insectes;Hémiptères;Globiceps Lepeletier & Serville, 1825;Globiceps Lepeletier & Serville, 1825;;Hemiptera;Arthropoda;GN;Animalia;Orthotylinae;Orthotylini;https://taxref.mnhn.fr/taxref-web/taxa/207178;;207178;207178;
Lepidoptera;Animalia;Insecta;Geometridae;1982542;Arthropodes;Insectes;Lépidoptères;Eupithecia vulgata (Haworth, 1809);Eupithecia vulgata (Haworth, 1809);Eupithécie austère (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Eupitheciini;https://taxref.mnhn.fr/taxref-web/taxa/248669;https://inpn.mnhn.fr/espece/cd_nom/248669;248669;248669;3
Lepidoptera;Animalia;Insecta;Notodontidae;4534872;Arthropodes;Insectes;Lépidoptères;Ptilodon cucullina (Denis & Schiffermüller, 1775);Ptilodon cucullina (Denis & Schiffermüller, 1775);Capuchon (Le);Lepidoptera;Arthropoda;ES;Animalia;Notodontinae;Notodontini;https://taxref.mnhn.fr/taxref-web/taxa/249022;https://inpn.mnhn.fr/espece/cd_nom/249022;249022;249022;3
Lepidoptera;Animalia;Insecta;Gelechiidae;1847296;Arthropodes;Insectes;Lépidoptères;Dichomeris alacella (Zeller, 1839);Dichomeris alacella (Zeller, 1839);;Lepidoptera;Arthropoda;ES;Animalia;Dichomeridinae;;https://taxref.mnhn.fr/taxref-web/taxa/246659;https://inpn.mnhn.fr/espece/cd_nom/246659;246659;246659;3
Lepidoptera;Animalia;Insecta;Geometridae;1966017;Arthropodes;Insectes;Lépidoptères;Timandra comae Schmidt, 1931;Timandra comae Schmidt, 1931;Timandre aimée (La);Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Timandrini;https://taxref.mnhn.fr/taxref-web/taxa/248516;https://inpn.mnhn.fr/espece/cd_nom/248516;248516;248516;3
Lepidoptera;Animalia;Insecta;Geometridae;1963011;Arthropodes;Insectes;Lépidoptères;Orthonama vittata (Borkhausen, 1794);Orthonama vittata (Borkhausen, 1794);Phalène du Gaillet palustre (La), Orthonome ligneuse (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Xanthorhoini;https://taxref.mnhn.fr/taxref-web/taxa/248794;https://inpn.mnhn.fr/espece/cd_nom/248794;248794;248794;3
Lepidoptera;Animalia;Insecta;Geometridae;1986166;Arthropodes;Insectes;Lépidoptères;Xanthorhoe spadicearia (Denis & Schiffermüller, 1775);Xanthorhoe spadicearia (Denis & Schiffermüller, 1775);Oxydée (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Xanthorhoini;https://taxref.mnhn.fr/taxref-web/taxa/248788;https://inpn.mnhn.fr/espece/cd_nom/248788;248788;248788;3
Hemiptera;Animalia;Insecta;Stenocephalidae;8352804;Arthropodes;Insectes;Hémiptères;Dicranocephalus albipes (Fabricius, 1781);Dicranocephalus albipes (Fabricius, 1781);;Hemiptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/238291;https://inpn.mnhn.fr/espece/cd_nom/238291;238291;238291;3
Opiliones;Animalia;Arachnida;Phalangiidae;4553430;Arthropodes;Arachnides;Opilions;Dicranopalpus ramosus (Simon, 1909);Dicranopalpus ramosus (Simon, 1909);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/337320;https://inpn.mnhn.fr/espece/cd_nom/337320;337320;337320;3
Lepidoptera;Animalia;Insecta;Erebidae;4532534;Arthropodes;Insectes;Lépidoptères;Callimorpha dominula (Linnaeus, 1758);Callimorpha dominula (Linnaeus, 1758);Ecaille marbrée (L'), Ecaille lustrée (L');Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Arctiini;https://taxref.mnhn.fr/taxref-web/taxa/249052;https://inpn.mnhn.fr/espece/cd_nom/249052;249052;249052;3
Lepidoptera;Animalia;Insecta;Notodontidae;1822830;Arthropodes;Insectes;Lépidoptères;Clostera anachoreta (Denis & Schiffermüller, 1775);Clostera anachoreta (Denis & Schiffermüller, 1775);Anachorète (L'), Hausse-Queue fourchue (La);Lepidoptera;Arthropoda;ES;Animalia;Pygaerinae;;https://taxref.mnhn.fr/taxref-web/taxa/54659;https://inpn.mnhn.fr/espece/cd_nom/54659;54659;54659;3
Lepidoptera;Animalia;Insecta;Noctuidae;1796678;Arthropodes;Insectes;Lépidoptères;Hydraecia micacea (Esper, 1789);Hydraecia micacea (Esper, 1789);Noctuelle de la Pomme de Terre (La);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Apameini;https://taxref.mnhn.fr/taxref-web/taxa/249351;https://inpn.mnhn.fr/espece/cd_nom/249351;249351;249351;3
Lepidoptera;Animalia;Insecta;Noctuidae;1799135;Arthropodes;Insectes;Lépidoptères;Orthosia incerta (Hufnagel, 1766);Orthosia incerta (Hufnagel, 1766);Orthosie variable (L');Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Orthosiini;https://taxref.mnhn.fr/taxref-web/taxa/249574;https://inpn.mnhn.fr/espece/cd_nom/249574;249574;249574;3
Lepidoptera;Animalia;Insecta;Geometridae;1988593;Arthropodes;Insectes;Lépidoptères;Colostygia pectinataria (Knoch, 1781);Colostygia pectinataria (Knoch, 1781);Cidarie verdâtre (La);Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Cidariini;https://taxref.mnhn.fr/taxref-web/taxa/248547;https://inpn.mnhn.fr/espece/cd_nom/248547;248547;248547;3
Lepidoptera;Animalia;Insecta;Noctuidae;1789745;Arthropodes;Insectes;Lépidoptères;Noctua fimbriata (Schreber, 1759);Noctua fimbriata (Schreber, 1759);Frangée (La);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Noctuini;https://taxref.mnhn.fr/taxref-web/taxa/249250;https://inpn.mnhn.fr/espece/cd_nom/249250;249250;249250;3
Lepidoptera;Animalia;Insecta;Geometridae;5145009;Arthropodes;Insectes;Lépidoptères;Scopula immutata (Linnaeus, 1758);Scopula immutata (Linnaeus, 1758);Acidalie des pâturages (L');Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Scopulini;https://taxref.mnhn.fr/taxref-web/taxa/248509;https://inpn.mnhn.fr/espece/cd_nom/248509;248509;248509;3
Coleoptera;Animalia;Insecta;Chrysomelidae;5876450;Arthropodes;Insectes;Coléoptères;Sphaeroderma testaceum (Fabricius, 1775);Sphaeroderma testaceum (Fabricius, 1775);;Coleoptera;Arthropoda;ES;Animalia;Galerucinae;Alticini;https://taxref.mnhn.fr/taxref-web/taxa/12832;https://inpn.mnhn.fr/espece/cd_nom/12832;12832;12832;3
Araneae;Animalia;Arachnida;Thomisidae;2165951;Arthropodes;Arachnides;Araignées;Misumena vatia (Clerck, 1758);Misumena vatia (Clerck, 1758);Misumène variable;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1610;https://inpn.mnhn.fr/espece/cd_nom/1610;1610;1610;3
Hemiptera;Animalia;Insecta;Nabidae;4487083;Arthropodes;Insectes;Hémiptères;Nabis pseudoferus Remane, 1949;Nabis pseudoferus Remane, 1949;;Hemiptera;Arthropoda;ES;Animalia;Nabinae;Nabini;https://taxref.mnhn.fr/taxref-web/taxa/237919;https://inpn.mnhn.fr/espece/cd_nom/237919;237919;237919;3
Araneae;Animalia;Arachnida;Pisauridae;2150764;Arthropodes;Arachnides;Araignées;Pisaura mirabilis (Clerck, 1758);Pisaura mirabilis (Clerck, 1758);Pisaure admirable;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1882;https://inpn.mnhn.fr/espece/cd_nom/1882;1882;1882;3
Coleoptera;Animalia;Insecta;Curculionidae;;Arthropodes;Insectes;Coléoptères;Sitona lineatus (Linnaeus, 1758);Sitona lineatus (Linnaeus, 1758);Sitone du pois;Coleoptera;Arthropoda;ES;Animalia;Entiminae;Sitonini;https://taxref.mnhn.fr/taxref-web/taxa/13243;https://inpn.mnhn.fr/espece/cd_nom/13243;13243;13243;3
Araneae;Animalia;Arachnida;Philodromidae;5169527;Arthropodes;Arachnides;Araignées;Philodromus dispar Walckenaer, 1826;Philodromus dispar Walckenaer, 1826;Philodrome disparate;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1676;https://inpn.mnhn.fr/espece/cd_nom/1676;1676;1676;3
Hemiptera;Animalia;Insecta;Cicadellidae;4484105;Arthropodes;Insectes;Hémiptères;Aphrodes makarovi Zachvatkin, 1948;Aphrodes makarovi Zachvatkin, 1948;;Hemiptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/235947;https://inpn.mnhn.fr/espece/cd_nom/235947;235947;235947;3
Coleoptera;Animalia;Insecta;Carabidae;4475099;Arthropodes;Insectes;Coléoptères;Ophonus ardosiacus (Lutshnik, 1922);Ophonus ardosiacus (Lutshnik, 1922);;Coleoptera;Arthropoda;ES;Animalia;Harpalinae;Harpalini;https://taxref.mnhn.fr/taxref-web/taxa/222473;https://inpn.mnhn.fr/espece/cd_nom/222473;222473;222473;3
Hemiptera;Animalia;Insecta;Nabidae;4487099;Arthropodes;Insectes;Hémiptères;Nabis rugosus (Linnaeus, 1758);Nabis rugosus (Linnaeus, 1758);;Hemiptera;Arthropoda;ES;Animalia;Nabinae;Nabini;https://taxref.mnhn.fr/taxref-web/taxa/51771;https://inpn.mnhn.fr/espece/cd_nom/51771;51771;51771;3
Lepidoptera;Animalia;Insecta;Tortricidae;5102951;Arthropodes;Insectes;Lépidoptères;Agapeta hamana (Linnaeus, 1758);Agapeta hamana (Linnaeus, 1758);;Lepidoptera;Arthropoda;ES;Animalia;Tortricinae;Cochylini;https://taxref.mnhn.fr/taxref-web/taxa/247567;https://inpn.mnhn.fr/espece/cd_nom/247567;247567;247567;3
Hymenoptera;Animalia;Insecta;Crabronidae;7906;Arthropodes;Insectes;Hyménoptères;Crabronidae Latreille, 1802;Crabronidae Latreille, 1802;;Hymenoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/185131;;185131;185131;
Lepidoptera;Animalia;Insecta;Drepanidae;5143048;Arthropodes;Insectes;Lépidoptères;Tethea ocularis (Linnaeus, 1767);Tethea ocularis (Linnaeus, 1767);Octogésime (L');Lepidoptera;Arthropoda;ES;Animalia;Thyatirinae;;https://taxref.mnhn.fr/taxref-web/taxa/248398;https://inpn.mnhn.fr/espece/cd_nom/248398;248398;248398;3
Hymenoptera;Animalia;Insecta;Ichneumonidae;3512;Arthropodes;Insectes;Hyménoptères;Ichneumonidae Latreille, 1802;Ichneumonidae Latreille, 1802;;Hymenoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/185171;;185171;185171;3
Lepidoptera;Animalia;Insecta;Erebidae;1821911;Arthropodes;Insectes;Lépidoptères;Euproctis similis (Fuessly, 1775);Sphrageidus similis (Fuessly, 1775);Cul-doré (Le);Lepidoptera;Arthropoda;ES;Animalia;Lymantriinae;Nygmiini;https://taxref.mnhn.fr/taxref-web/taxa/249034;https://inpn.mnhn.fr/espece/cd_nom/249034;249034;784182;3
Araneae;Animalia;Arachnida;Linyphiidae;2134305;Arthropodes;Arachnides;Araignées;Ostearius melanopygius (O. Pickard-Cambridge, 1880);Ostearius melanopygius (O. Pickard-Cambridge, 1880);Érigone cul-noir;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1478;https://inpn.mnhn.fr/espece/cd_nom/1478;1478;1478;3
Lepidoptera;Animalia;Insecta;Geometridae;1991371;Arthropodes;Insectes;Lépidoptères;Hemithea aestivaria (Hübner, 1789);Hemithea aestivaria (Hübner, 1789);Phalène sillonnée (La);Lepidoptera;Arthropoda;ES;Animalia;Geometrinae;Hemitheini;https://taxref.mnhn.fr/taxref-web/taxa/248820;https://inpn.mnhn.fr/espece/cd_nom/248820;248820;248820;3
Lepidoptera;Animalia;Insecta;Geometridae;5149665;Arthropodes;Insectes;Lépidoptères;Cyclophora punctaria (Linnaeus, 1758);Cyclophora punctaria (Linnaeus, 1758);Ephyre ponctuée (L'), Soutenue (La);Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Cosymbiini;https://taxref.mnhn.fr/taxref-web/taxa/248410;https://inpn.mnhn.fr/espece/cd_nom/248410;248410;248410;3
Hemiptera;Animalia;Insecta;Anthocoridae;2020888;Arthropodes;Insectes;Hémiptères;Orius Wolff, 1811;Orius Wolff, 1811;;Hemiptera;Arthropoda;GN;Animalia;Anthocorinae;Oriini;https://taxref.mnhn.fr/taxref-web/taxa/207051;;207051;207051;3
Lepidoptera;Animalia;Insecta;Erebidae;1798807;Arthropodes;Insectes;Lépidoptères;Hypena proboscidalis (Linnaeus, 1758);Hypena proboscidalis (Linnaeus, 1758);Noctuelle à museau (La);Lepidoptera;Arthropoda;ES;Animalia;Hypeninae;;https://taxref.mnhn.fr/taxref-web/taxa/249293;https://inpn.mnhn.fr/espece/cd_nom/249293;249293;249293;3
Lepidoptera;Animalia;Insecta;Erebidae;5115874;Arthropodes;Insectes;Lépidoptères;Arctia caja (Linnaeus, 1758);Arctia caja (Linnaeus, 1758);Ecaille Martre (L'), Hérissonne (La);Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Arctiini;https://taxref.mnhn.fr/taxref-web/taxa/249053;https://inpn.mnhn.fr/espece/cd_nom/249053;249053;249053;3
Lepidoptera;Animalia;Insecta;Geometridae;8014296;Arthropodes;Insectes;Lépidoptères;Scopula imitaria (Hübner, 1799);Scopula imitaria (Hübner, 1799);Acidalie fausse-Timandre (L');Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Scopulini;https://taxref.mnhn.fr/taxref-web/taxa/248508;https://inpn.mnhn.fr/espece/cd_nom/248508;248508;248508;3
Lepidoptera;Animalia;Insecta;Erebidae;1811896;Arthropodes;Insectes;Lépidoptères;Spilosoma lubricipeda (Linnaeus, 1758);Spilosoma lubricipeda (Linnaeus, 1758);Ecaille tigrée (L');Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Arctiini;https://taxref.mnhn.fr/taxref-web/taxa/249068;https://inpn.mnhn.fr/espece/cd_nom/249068;249068;249068;3
Lepidoptera;Animalia;Insecta;Notodontidae;1822346;Arthropodes;Insectes;Lépidoptères;Peridea anceps (Goeze, 1781);Peridea anceps (Goeze, 1781);Timide (La);Lepidoptera;Arthropoda;ES;Animalia;Notodontinae;Notodontini;https://taxref.mnhn.fr/taxref-web/taxa/54573;https://inpn.mnhn.fr/espece/cd_nom/54573;54573;54573;3
Lepidoptera;Animalia;Insecta;Ypsolophidae;4525505;Arthropodes;Insectes;Lépidoptères;Ypsolopha mucronella (Scopoli, 1763);Ypsolopha mucronella (Scopoli, 1763);;Lepidoptera;Arthropoda;ES;Animalia;Ypsolophinae;;https://taxref.mnhn.fr/taxref-web/taxa/245798;https://inpn.mnhn.fr/espece/cd_nom/245798;245798;245798;3
Lepidoptera;Animalia;Insecta;Crambidae;6097217;Arthropodes;Insectes;Lépidoptères;Phlyctaenia stachydalis (Zincken in Germar, 1821);Anania stachydalis (Zincken in Germar, 1821);;Lepidoptera;Arthropoda;ES;Animalia;Pyraustinae;Pyraustini;https://taxref.mnhn.fr/taxref-web/taxa/248134;https://inpn.mnhn.fr/espece/cd_nom/248134;248134;721729;3
Lepidoptera;Animalia;Insecta;Geometridae;1983525;Arthropodes;Insectes;Lépidoptères;Eupithecia centaureata (Denis & Schiffermüller, 1775);Eupithecia centaureata (Denis & Schiffermüller, 1775);Eupithécie des Centaurées (L'), Eupithécie oblongue (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Eupitheciini;https://taxref.mnhn.fr/taxref-web/taxa/248653;https://inpn.mnhn.fr/espece/cd_nom/248653;248653;248653;3
Coleoptera;Animalia;Insecta;Carabidae;5755952;Arthropodes;Insectes;Coléoptères;Stenolophus mixtus (Herbst, 1784);Stenolophus mixtus (Herbst, 1784);;Coleoptera;Arthropoda;ES;Animalia;Harpalinae;Harpalini;https://taxref.mnhn.fr/taxref-web/taxa/9335;https://inpn.mnhn.fr/espece/cd_nom/9335;9335;9335;3
Lepidoptera;Animalia;Insecta;Noctuidae;4533128;Arthropodes;Insectes;Lépidoptères;Tiliacea citrago (Linnaeus, 1758);Tiliacea citrago (Linnaeus, 1758);Xanthie citronnée (La);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Xylenini;https://taxref.mnhn.fr/taxref-web/taxa/249595;https://inpn.mnhn.fr/espece/cd_nom/249595;249595;249595;3
Hymenoptera;Animalia;Insecta;Cynipidae;5032710;Arthropodes;Insectes;Hyménoptères;Diastrophus rubi (Bouché, 1834);Diastrophus rubi (Bouché, 1834);;Hymenoptera;Arthropoda;ES;Animalia;Cynipinae;Diastrophini;https://taxref.mnhn.fr/taxref-web/taxa/52682;https://inpn.mnhn.fr/espece/cd_nom/52682;52682;52682;3
Hymenoptera;Animalia;Insecta;Colletidae;1348914;Arthropodes;Insectes;Hyménoptères;Colletes hederae Schmidt & Westrich, 1993;Colletes hederae Schmidt & Westrich, 1993;Collète du lierre;Hymenoptera;Arthropoda;ES;Animalia;Colletinae;Colletini;https://taxref.mnhn.fr/taxref-web/taxa/317811;https://inpn.mnhn.fr/espece/cd_nom/317811;317811;317811;3
Lepidoptera;Animalia;Insecta;Geometridae;1983645;Arthropodes;Insectes;Lépidoptères;Eupithecia trisignaria Herrich-Schäffer, 1848;Eupithecia trisignaria Herrich-Schäffer, 1848;Eupithécie trisignée (L');Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Eupitheciini;https://taxref.mnhn.fr/taxref-web/taxa/248656;https://inpn.mnhn.fr/espece/cd_nom/248656;248656;248656;3
Lepidoptera;Animalia;Insecta;Pyralidae;1878460;Arthropodes;Insectes;Lépidoptères;Ephestia Guenée, 1845;Ephestia Guenée, 1845;;Lepidoptera;Arthropoda;GN;Animalia;Phycitinae;Phycitini;https://taxref.mnhn.fr/taxref-web/taxa/211251;;211251;211251;3
Lepidoptera;Animalia;Insecta;Geometridae;5143675;Arthropodes;Insectes;Lépidoptères;Cabera exanthemata (Scopoli, 1763);Cabera exanthemata (Scopoli, 1763);Cabère pustulée (La);Lepidoptera;Arthropoda;ES;Animalia;Ennominae;Caberini;https://taxref.mnhn.fr/taxref-web/taxa/248913;https://inpn.mnhn.fr/espece/cd_nom/248913;248913;248913;3
Lepidoptera;Animalia;Insecta;Noctuidae;1789694;Arthropodes;Insectes;Lépidoptères;Noctua interjecta Hübner, 1803;Noctua interjecta Hübner, 1803;Faux Casque (Le);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Noctuini;https://taxref.mnhn.fr/taxref-web/taxa/249254;https://inpn.mnhn.fr/espece/cd_nom/249254;249254;249254;3
Coleoptera;Animalia;Insecta;Coccinellidae;7782;Arthropodes;Insectes;Coléoptères;Coccinellidae Latreille, 1807;Coccinellidae Latreille, 1807;Coccinelles;Coleoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/184660;;184660;184660;
Lepidoptera;Animalia;Insecta;Noctuidae;1758878;Arthropodes;Insectes;Lépidoptères;Eupsilia transversa (Hufnagel, 1766);Eupsilia transversa (Hufnagel, 1766);Satellite (Le);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Xylenini;https://taxref.mnhn.fr/taxref-web/taxa/249615;https://inpn.mnhn.fr/espece/cd_nom/249615;249615;249615;3
Hymenoptera;Animalia;Insecta;Apidae;6096981;Arthropodes;Insectes;Hyménoptères;Bombus agrorum (Fabricius, 1787);Bombus pascuorum (Scopoli, 1763);Bourdon des champs;Hymenoptera;Arthropoda;ES;Animalia;Apinae;Bombini;https://taxref.mnhn.fr/taxref-web/taxa/53092;https://inpn.mnhn.fr/espece/cd_nom/53092;53092;53099;3
